# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0126546 -----------------
#dely    BF
0.050 -0.0479 -0.0003
0.150 -0.0590 -0.0004
0.250 -0.0641 -0.0004
0.350 -0.0373 -0.0003
0.450 -0.0357 -0.0003
0.550 -0.0200 -0.0002
0.650 -0.0176 -0.0002
0.750 -0.0007 -0.0000
0.850  0.0008  0.0000
0.950  0.0131  0.0002
1.050  0.0126  0.0002
1.150  0.0296  0.0004
1.250  0.0257  0.0004
1.350  0.0159  0.0003
1.450  0.0207  0.0005
1.550  0.0234  0.0007
1.650  0.0140  0.0005
1.750 -0.0001 -0.0000
