# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.243599 -----------------
#dely    BF    dB     BFVar
0.050  0.3410  0.0001  0.0038
0.150  0.3168  0.0001  0.0051
0.250  0.2893  0.0001  0.0027
0.350  0.2646  0.0001  0.0021
0.450  0.2376  0.0001  0.0035
0.550  0.2083  0.0001  0.0039
0.650  0.1772  0.0001  0.0024
0.750  0.1501  0.0001  0.0034
0.850  0.1231  0.0001  0.0020
0.950  0.0969  0.0001  0.0016
1.050  0.0751  0.0001  0.0012
1.150  0.0556  0.0001  0.0030
1.250  0.0397  0.0000  0.0011
1.350  0.0274  0.0000  0.0006
1.450  0.0173  0.0000  0.0004
1.550  0.0100  0.0000  0.0002
1.650  0.0048  0.0000  0.0002
1.750  0.0013  0.0000  0.0001
