'InvCoshPar_uu_width','InvCoshPar_ud_width','InvCoshPar_us_width','InvCoshPar_ss_width'
1.78899,1.32888,0.689951,1.96459
1.81671,1.33235,0.672937,1.97104
1.81671,1.33235,0.672937,1.97104
1.88253,1.34142,0.651747,1.96179
1.88253,1.34142,0.651747,1.96179
1.87645,1.31711,0.646547,1.99268
1.87352,1.26127,0.68022,1.99418
1.87495,1.32129,0.633013,1.98132
1.89584,1.36815,0.607966,1.93728
1.91825,1.35028,0.621746,1.97192
1.91825,1.35028,0.621746,1.97192
1.92317,1.37561,0.607831,1.9716
1.91674,1.45334,0.618179,1.98307
1.93408,1.46509,0.589489,1.94689
1.92559,1.45032,0.605176,1.97541
1.92643,1.46112,0.600051,1.99239
1.92643,1.46112,0.600051,1.99239
1.95296,1.45753,0.607338,1.98235
1.95296,1.45753,0.607338,1.98235
1.93093,1.43037,0.621822,1.95603
1.93591,1.43558,0.623913,1.94108
1.93143,1.44753,0.631879,1.97583
1.7675,1.45404,0.647454,1.98429
1.75475,1.49256,0.649458,1.9895
1.75475,1.49256,0.649458,1.9895
1.73112,1.4757,0.684462,1.99718
1.73112,1.4757,0.684462,1.99718
1.72928,1.48172,0.685564,1.96553
1.71301,1.48591,0.68281,1.95778
1.72271,1.42724,0.686535,1.99456
1.73903,1.35676,0.69729,1.9558
1.72924,1.37454,0.688732,1.96375
1.71004,1.34644,0.738369,1.91878
1.74156,1.33591,0.704882,1.95609
1.73441,1.36961,0.706444,1.97755
1.64537,1.41966,0.720921,1.94293
1.66575,1.41512,0.752012,1.98725
1.63927,1.3792,0.816103,1.95511
1.55461,1.42213,0.799734,1.9724
1.57861,1.44641,0.831049,1.99251
1.60594,1.40209,0.834334,1.99203
1.67677,1.39323,0.761264,1.97109
1.73247,1.34382,0.730855,1.94886
1.73457,1.30744,0.733434,1.95774
1.74319,1.27195,0.734396,1.98426
1.74708,1.22928,0.774229,1.98464
1.74708,1.22928,0.774229,1.98464
1.76601,1.23165,0.811576,1.99519
1.7077,1.23317,0.825349,1.98905
1.7147,1.23145,0.79519,1.99913
1.68876,1.23727,0.799088,1.9889
1.73094,1.2547,0.780294,1.99055
1.7581,1.26977,0.738833,1.98478
1.72634,1.24982,0.748263,1.94687
1.77706,1.13036,0.724416,1.92793
1.77304,1.17115,0.702897,1.94431
1.81666,1.12761,0.693696,1.92367
1.79569,1.10865,0.724351,1.92944
1.7668,1.04839,0.789071,1.85254
1.75326,1.02476,0.774697,1.85944
1.79374,1.02043,0.751265,1.88032
1.81095,1.04864,0.750371,1.88434
1.82175,1.08111,0.715778,1.89835
1.80199,1.06663,0.726797,1.86781
1.8191,1.01204,0.742035,1.8586
1.81385,0.985956,0.756934,1.85313
1.80495,0.963289,0.739226,1.82007
1.87248,0.961396,0.684582,1.82576
1.89614,0.971631,0.694895,1.78747
1.94756,1.03575,0.67044,1.86744
1.93952,0.991562,0.683468,1.84954
1.95307,1.02191,0.678299,1.86811
1.91834,1.01748,0.679491,1.90691
1.91319,1.10137,0.688509,1.958
1.85058,1.0192,0.687516,1.96051
1.81556,0.99125,0.75434,1.95098
1.83528,1.0497,0.717218,1.94165
1.80897,1.0941,0.743124,1.8634
1.80605,1.12594,0.720001,1.89823
1.80815,1.11707,0.709957,1.92119
1.76601,1.14197,0.724739,1.92348
1.76842,1.14288,0.7248,1.95039
1.87884,1.18295,0.712759,1.9565
1.7992,1.16954,0.707726,1.98331
1.77142,1.23219,0.723688,1.96894
1.74162,1.20847,0.731932,1.95998
1.70985,1.22505,0.792775,1.91117
1.73501,1.17058,0.823974,1.89262
1.72812,1.1609,0.852817,1.92373
1.71671,1.1923,0.85611,1.91608
1.70815,1.20981,0.78932,1.93231
