# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0 -----------------
#dely    BF_mean   BF_sq    BF_var    Samples
0.050   0.5135  0.2639  0.0141 2000000
0.150   0.4668  0.2180  0.0113 2000000
0.250   0.4232  0.1793  0.0134 2000000
0.350   0.3672  0.1348  0.0052 2000000
0.450   0.3067  0.0942  0.0106 2000000
0.550   0.2509  0.0630  0.0045 2000000
0.650   0.1993  0.0398  0.0094 2000000
0.750   0.1532  0.0235  0.0063 2000000
0.850   0.1177  0.0139  0.0052 2000000
0.950   0.0860  0.0074  0.0046 2000000
1.050   0.0601  0.0036  0.0052 2000000
1.150   0.0397  0.0016  0.0034 2000000
1.250   0.0265  0.0007  0.0016 2000000
1.350   0.0149  0.0002  0.0015 2000000
1.450   0.0078  0.0001  0.0016 2000000
1.550   0.0033  0.0000  0.0006 2000000
1.650   0.0015  0.0000  0.0009 2000000
1.750   0.0003  0.0000  0.0002 2000000
0.050   0.5167  0.2671  0.0105 4000000
0.150   0.4706  0.2215  0.0089 4000000
0.250   0.4230  0.1790  0.0095 4000000
0.350   0.3672  0.1349  0.0037 4000000
0.450   0.3087  0.0954  0.0078 4000000
0.550   0.2534  0.0642  0.0040 4000000
0.650   0.2006  0.0403  0.0068 4000000
0.750   0.1532  0.0235  0.0044 4000000
0.850   0.1174  0.0138  0.0037 4000000
0.950   0.0864  0.0075  0.0033 4000000
1.050   0.0591  0.0035  0.0038 4000000
1.150   0.0396  0.0016  0.0024 4000000
1.250   0.0258  0.0007  0.0013 4000000
1.350   0.0146  0.0002  0.0011 4000000
1.450   0.0077  0.0001  0.0011 4000000
1.550   0.0032  0.0000  0.0005 4000000
1.650   0.0013  0.0000  0.0007 4000000
1.750   0.0002  0.0000  0.0002 4000000
0.050   0.5178  0.2682  0.0087 6000000
0.150   0.4726  0.2234  0.0078 6000000
0.250   0.4230  0.1790  0.0078 6000000
0.350   0.3674  0.1350  0.0031 6000000
0.450   0.3097  0.0959  0.0065 6000000
0.550   0.2542  0.0646  0.0035 6000000
0.650   0.2007  0.0403  0.0055 6000000
0.750   0.1535  0.0236  0.0036 6000000
0.850   0.1178  0.0139  0.0031 6000000
0.950   0.0864  0.0075  0.0027 6000000
1.050   0.0589  0.0035  0.0031 6000000
1.150   0.0397  0.0016  0.0020 6000000
1.250   0.0256  0.0007  0.0011 6000000
1.350   0.0145  0.0002  0.0009 6000000
1.450   0.0077  0.0001  0.0009 6000000
1.550   0.0031  0.0000  0.0004 6000000
1.650   0.0014  0.0000  0.0006 6000000
1.750   0.0002  0.0000  0.0002 6000000
0.050   0.5180  0.2683  0.0076 8000000
0.150   0.4737  0.2244  0.0070 8000000
0.250   0.4233  0.1792  0.0068 8000000
0.350   0.3673  0.1349  0.0027 8000000
0.450   0.3099  0.0961  0.0057 8000000
0.550   0.2547  0.0649  0.0031 8000000
0.650   0.2008  0.0403  0.0048 8000000
0.750   0.1539  0.0237  0.0032 8000000
0.850   0.1181  0.0140  0.0027 8000000
0.950   0.0866  0.0075  0.0023 8000000
1.050   0.0589  0.0035  0.0027 8000000
1.150   0.0397  0.0016  0.0017 8000000
1.250   0.0256  0.0007  0.0010 8000000
1.350   0.0145  0.0002  0.0008 8000000
1.450   0.0077  0.0001  0.0008 8000000
1.550   0.0032  0.0000  0.0004 8000000
1.650   0.0014  0.0000  0.0005 8000000
1.750   0.0001  0.0000  0.0002 8000000
0.050   0.5178  0.2682  0.0068 10000000
0.150   0.4743  0.2250  0.0064 10000000
0.250   0.4236  0.1794  0.0061 10000000
0.350   0.3672  0.1348  0.0024 10000000
0.450   0.3101  0.0962  0.0051 10000000
0.550   0.2547  0.0649  0.0028 10000000
0.650   0.2009  0.0404  0.0043 10000000
0.750   0.1542  0.0238  0.0029 10000000
0.850   0.1181  0.0140  0.0024 10000000
0.950   0.0867  0.0075  0.0021 10000000
1.050   0.0589  0.0035  0.0024 10000000
1.150   0.0397  0.0016  0.0015 10000000
1.250   0.0256  0.0007  0.0009 10000000
1.350   0.0145  0.0002  0.0007 10000000
1.450   0.0077  0.0001  0.0007 10000000
1.550   0.0032  0.0000  0.0003 10000000
1.650   0.0014  0.0000  0.0005 10000000
1.750   0.0001  0.0000  0.0001 10000000
0.050   0.5180  0.2684  0.0062 12000000
0.150   0.4748  0.2255  0.0059 12000000
0.250   0.4237  0.1795  0.0055 12000000
0.350   0.3671  0.1348  0.0022 12000000
0.450   0.3100  0.0961  0.0046 12000000
0.550   0.2546  0.0648  0.0026 12000000
0.650   0.2010  0.0404  0.0039 12000000
0.750   0.1544  0.0238  0.0027 12000000
0.850   0.1181  0.0140  0.0022 12000000
0.950   0.0867  0.0075  0.0019 12000000
1.050   0.0589  0.0035  0.0022 12000000
1.150   0.0397  0.0016  0.0014 12000000
1.250   0.0256  0.0007  0.0008 12000000
1.350   0.0145  0.0002  0.0006 12000000
1.450   0.0077  0.0001  0.0007 12000000
1.550   0.0032  0.0000  0.0003 12000000
1.650   0.0013  0.0000  0.0004 12000000
1.750   0.0001  0.0000  0.0001 12000000
0.050   0.5182  0.2685  0.0058 14000000
0.150   0.4751  0.2258  0.0056 14000000
0.250   0.4237  0.1796  0.0051 14000000
0.350   0.3671  0.1348  0.0020 14000000
0.450   0.3099  0.0961  0.0043 14000000
0.550   0.2546  0.0648  0.0024 14000000
0.650   0.2011  0.0404  0.0036 14000000
0.750   0.1545  0.0239  0.0025 14000000
0.850   0.1181  0.0140  0.0020 14000000
0.950   0.0866  0.0075  0.0018 14000000
1.050   0.0589  0.0035  0.0021 14000000
1.150   0.0398  0.0016  0.0013 14000000
1.250   0.0256  0.0007  0.0007 14000000
1.350   0.0146  0.0002  0.0006 14000000
1.450   0.0078  0.0001  0.0006 14000000
1.550   0.0032  0.0000  0.0003 14000000
1.650   0.0013  0.0000  0.0004 14000000
1.750   0.0001  0.0000  0.0001 14000000
0.050   0.5183  0.2687  0.0054 16000000
0.150   0.4753  0.2260  0.0052 16000000
0.250   0.4238  0.1796  0.0048 16000000
0.350   0.3672  0.1348  0.0019 16000000
0.450   0.3099  0.0961  0.0040 16000000
0.550   0.2546  0.0648  0.0022 16000000
0.650   0.2011  0.0405  0.0034 16000000
0.750   0.1546  0.0239  0.0024 16000000
0.850   0.1181  0.0140  0.0019 16000000
0.950   0.0866  0.0075  0.0017 16000000
1.050   0.0589  0.0035  0.0019 16000000
1.150   0.0398  0.0016  0.0012 16000000
1.250   0.0255  0.0007  0.0007 16000000
1.350   0.0146  0.0002  0.0006 16000000
1.450   0.0078  0.0001  0.0006 16000000
1.550   0.0032  0.0000  0.0003 16000000
1.650   0.0013  0.0000  0.0004 16000000
1.750   0.0001  0.0000  0.0001 16000000
0.050   0.5184  0.2687  0.0051 18000000
0.150   0.4754  0.2260  0.0049 18000000
0.250   0.4239  0.1797  0.0045 18000000
0.350   0.3672  0.1348  0.0018 18000000
0.450   0.3099  0.0961  0.0038 18000000
0.550   0.2546  0.0648  0.0021 18000000
0.650   0.2011  0.0405  0.0032 18000000
0.750   0.1547  0.0239  0.0023 18000000
0.850   0.1182  0.0140  0.0018 18000000
0.950   0.0866  0.0075  0.0016 18000000
1.050   0.0590  0.0035  0.0018 18000000
1.150   0.0398  0.0016  0.0011 18000000
1.250   0.0255  0.0007  0.0006 18000000
