# ICODE=211, JCODE=-321
# SIGMA_QGP=1, SIGMA_HAD=0.7
# NSAMPLE=100000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.93, QUARK_ENTROPY_RATIO=0.18, BARYON_FUDGE=0.666667
# ------- normalization=0.0130376 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0181  0.0000  0.0033  0.0033  0.0116
0.150  0.0176  0.0000  0.0032  0.0031  0.0113
0.250  0.0171  0.0000  0.0031  0.0028  0.0111
0.350  0.0157  0.0000  0.0027  0.0026  0.0104
0.450  0.0142  0.0000  0.0025  0.0022  0.0094
0.550  0.0123  0.0000  0.0022  0.0019  0.0081
0.650  0.0102  0.0000  0.0018  0.0016  0.0067
0.750  0.0084  0.0000  0.0015  0.0013  0.0056
0.850  0.0064  0.0000  0.0013  0.0010  0.0041
0.950  0.0044  0.0000  0.0009  0.0008  0.0026
1.050  0.0028  0.0000  0.0007  0.0006  0.0015
1.150  0.0017  0.0000  0.0006  0.0004  0.0007
1.250  0.0009  0.0000  0.0003  0.0003  0.0003
1.350  0.0004  0.0000  0.0002  0.0002  0.0001
1.450  0.0002  0.0000  0.0001  0.0001  0.0000
1.550  0.0001  0.0000  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750 -0.0000 -0.0000 -0.0000  0.0000  0.0000
