# ICODE=2212, JCODE=-2212
# SIGMA_QGP=1, SIGMA_HAD=0.7
# NSAMPLE=100000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.93, QUARK_ENTROPY_RATIO=0.18, BARYON_FUDGE=0.666667
# ------- normalization=0.0824308 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.1285  0.0007  0.1570 -0.0286  0.0000
0.150  0.1237  0.0006  0.1510 -0.0273  0.0000
0.250  0.1150  0.0006  0.1392 -0.0243  0.0000
0.350  0.0994  0.0006  0.1199 -0.0205  0.0000
0.450  0.0869  0.0006  0.1038 -0.0169  0.0000
0.550  0.0724  0.0005  0.0864 -0.0139  0.0000
0.650  0.0612  0.0005  0.0719 -0.0106  0.0000
0.750  0.0469  0.0004  0.0548 -0.0079  0.0000
0.850  0.0341  0.0004  0.0395 -0.0055  0.0000
0.950  0.0248  0.0003  0.0285 -0.0037  0.0000
1.050  0.0162  0.0003  0.0183 -0.0021  0.0000
1.150  0.0092  0.0002  0.0102 -0.0010  0.0000
1.250  0.0040  0.0001  0.0044 -0.0004  0.0000
1.350  0.0016  0.0001  0.0017 -0.0001  0.0000
1.450  0.0003  0.0000  0.0004 -0.0000  0.0000
1.550  0.0000  0.0000  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
