# ICODE=321, JCODE=-2212
# SIGMA_QGP=1.1274, SIGMA_HAD=0.691434
# NSAMPLE=10000000, Tblast=75.2477, UPERPblast(x,y)=(0.7597,0.7597)
# SOVERUD=0.9588, QUARK_ENTROPY_RATIO=0.1763, BARYON_FUDGE=0.6621
# ------- normalization=0.011485 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0253  0.0002 -0.0256  0.0420  0.0089
0.150  0.0215  0.0002 -0.0261  0.0396  0.0080
0.250  0.0209  0.0002 -0.0215  0.0357  0.0068
0.350  0.0189  0.0002 -0.0189  0.0316  0.0063
0.450  0.0117  0.0001 -0.0180  0.0252  0.0045
0.550  0.0072  0.0001 -0.0167  0.0214  0.0025
0.650  0.0056  0.0001 -0.0126  0.0165  0.0017
0.750  0.0034  0.0001 -0.0098  0.0120  0.0011
0.850  0.0013  0.0000 -0.0080  0.0086  0.0006
0.950 -0.0001 -0.0000 -0.0062  0.0058  0.0003
1.050 -0.0002 -0.0000 -0.0040  0.0036  0.0001
1.150 -0.0001 -0.0000 -0.0020  0.0019  0.0000
1.250 -0.0002 -0.0000 -0.0011  0.0009  0.0000
1.350 -0.0002 -0.0000 -0.0005  0.0003  0.0000
1.450 -0.0001 -0.0000 -0.0002  0.0001  0.0000
1.550  0.0000  0.0000 -0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
