# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.134078 -----------------
#dely    BF    dB     BFVar
0.050  0.4954  0.0038  0.0300
0.150  0.3593  0.0029  0.0175
0.250  0.2261  0.0021  0.0177
0.350  0.1144  0.0012  0.0185
0.450  0.0666  0.0008  0.0079
0.550  0.0359  0.0005  0.0049
0.650  0.0168  0.0003  0.0049
0.750  0.0117  0.0002  0.0013
0.850  0.0054  0.0001  0.0004
0.950  0.0041  0.0001  0.0022
1.050  0.0026  0.0001  0.0004
1.150  0.0014  0.0001  0.0003
1.250  0.0008  0.0001  0.0001
1.350  0.0003  0.0000  0.0001
1.450  0.0001  0.0000  0.0000
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
