# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.312466 -----------------
#dely    BF
0.050  0.5134  0.0005
0.150  0.4680  0.0004
0.250  0.4241  0.0004
0.350  0.3730  0.0004
0.450  0.3182  0.0003
0.550  0.2682  0.0003
0.650  0.2133  0.0003
0.750  0.1665  0.0002
0.850  0.1269  0.0002
0.950  0.0933  0.0002
1.050  0.0647  0.0001
1.150  0.0428  0.0001
1.250  0.0260  0.0001
1.350  0.0147  0.0000
1.450  0.0076  0.0000
1.550  0.0034  0.0000
1.650  0.0008  0.0000
1.750 -0.0002 -0.0000
