! kt  lambda  Rout  Routlab Rside   Rlong
 100.0 0.8767  4.779  4.684  4.324  5.545  1.083
 200.0 0.8161  4.672  4.330  4.183  5.056  1.035
 300.0 0.7863  5.000  4.273  3.765  4.431  1.135
 400.0 0.8242  5.470  4.250  3.910  4.027  1.087
 500.0 0.8359  5.705  4.008  3.701  3.498  1.083
 600.0 0.8374  6.206  3.943  3.342  3.366  1.180
 700.0 0.8438  6.774  3.904  3.173  2.905  1.231
 800.0 0.8724  7.115  3.737  3.414  2.556  1.095
 900.0 0.9225  7.186  3.456  2.938  2.331  1.176
