# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=1
# ------- normalization=0.0638555 -----------------
#dely    BF
0.050  0.1057  0.0043
0.150  0.1012  0.0042
0.250  0.0904  0.0041
0.350  0.0865  0.0041
0.450  0.0671  0.0036
0.550  0.0519  0.0031
0.650  0.0473  0.0030
0.750  0.0286  0.0022
0.850  0.0314  0.0028
0.950  0.0154  0.0015
1.050  0.0065  0.0009
1.150  0.0048  0.0009
1.250  0.0011  0.0003
1.350 -0.0001 -0.0000
1.450  0.0000  0.0000
1.550  0.0007  0.0007
1.650  0.0000  0.0000
1.750  0.0000  0.0000
