# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0269992 -----------------
#dely    BF
0.050 -0.0367 -0.0000
0.150 -0.0314 -0.0000
0.250 -0.0278 -0.0000
0.350 -0.0246 -0.0000
0.450 -0.0206 -0.0000
0.550 -0.0170 -0.0000
0.650 -0.0175 -0.0000
0.750 -0.0173 -0.0000
0.850 -0.0172 -0.0000
0.950 -0.0124 -0.0000
1.050 -0.0139 -0.0000
1.150 -0.0110 -0.0000
1.250 -0.0094 -0.0000
1.350 -0.0066 -0.0000
1.450 -0.0041 -0.0000
1.550 -0.0019 -0.0000
1.650 -0.0005 -0.0000
1.750 -0.0000 -0.0000
