# ICODE=211, JCODE=-321
# SIGMA_QGP=0.25, SIGMA_HAD=0.25
# NSAMPLE=1000000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.93, QUARK_ENTROPY_RATIO=0.175, BARYON_FUDGE=0.65
# ------- normalization=0.0143895 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0227  0.0000  0.0063  0.0046  0.0117
0.150  0.0219  0.0000  0.0060  0.0044  0.0115
0.250  0.0203  0.0000  0.0054  0.0040  0.0109
0.350  0.0182  0.0000  0.0046  0.0035  0.0101
0.450  0.0157  0.0000  0.0037  0.0029  0.0090
0.550  0.0129  0.0000  0.0029  0.0024  0.0076
0.650  0.0103  0.0000  0.0022  0.0018  0.0063
0.750  0.0080  0.0000  0.0016  0.0014  0.0051
0.850  0.0058  0.0000  0.0011  0.0010  0.0037
0.950  0.0038  0.0000  0.0007  0.0007  0.0024
1.050  0.0023  0.0000  0.0004  0.0004  0.0014
1.150  0.0012  0.0000  0.0003  0.0003  0.0007
1.250  0.0006  0.0000  0.0001  0.0001  0.0003
1.350  0.0002  0.0000  0.0001  0.0001  0.0001
1.450  0.0001  0.0000  0.0000  0.0000  0.0000
1.550  0.0000  0.0000  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
