# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.272998 -----------------
#dely    BF    dB     BFVar
0.050  0.3611  0.0002  0.0025
0.150  0.3367  0.0002  0.0041
0.250  0.3104  0.0002  0.0037
0.350  0.2836  0.0002  0.0020
0.450  0.2531  0.0002  0.0032
0.550  0.2268  0.0001  0.0021
0.650  0.1965  0.0001  0.0032
0.750  0.1704  0.0001  0.0017
0.850  0.1430  0.0001  0.0023
0.950  0.1190  0.0001  0.0022
1.050  0.0952  0.0001  0.0013
1.150  0.0747  0.0001  0.0039
1.250  0.0572  0.0001  0.0009
1.350  0.0419  0.0001  0.0010
1.450  0.0288  0.0001  0.0010
1.550  0.0185  0.0000  0.0005
1.650  0.0100  0.0000  0.0003
1.750  0.0030  0.0000  0.0002
