  3.75 -8.365e-02
 11.25 -1.040e-02
 18.75  1.089e-02
 26.25  1.221e-02
 33.75  1.137e-02
 41.25  9.459e-03
 48.75  8.148e-03
 56.25  6.599e-03
 63.75  5.344e-03
 71.25  5.100e-03
 78.75  4.337e-03
 86.25  3.082e-03
 93.75  2.387e-03
101.25  2.231e-03
108.75  2.154e-03
116.25  1.732e-03
123.75  1.237e-03
131.25  1.430e-03
138.75  1.156e-03
146.25  1.223e-03
153.75  1.084e-03
161.25  7.321e-04
168.75  1.195e-03
176.25  9.477e-04
v2=0.0485475, <cphiB>=-2.44133e-05, v2c=6.86399e-07, v2s=-1.32706e-06
# double tau 12.0
# double etaG 1.7
# double ptmin 200.0
# double ymax 1.0
# double RHBT 15.0
# double NMILLIONPAIRS 10
# double NMILLIONPAIRS 10
