  3.75  -0.2546
 11.25  -0.0955
 18.75  -0.0112
 26.25  -0.0071
 33.75   0.0397
 41.25   0.0128
 48.75   0.0109
 56.25   0.0211
 63.75   0.0363
 71.25   0.0299
 78.75   0.0142
 86.25   0.0143
 93.75   0.0439
101.25  -0.0095
108.75  -0.0096
116.25   0.0133
123.75   0.0174
131.25   0.0355
138.75   0.0141
146.25   0.0097
153.75   0.0210
161.25  -0.0033
168.75  -0.0112
176.25   0.0127
v2=nan, <cphiB>=-0.000692235, v2c=nan, v2s=8.27629e-05
# double tau 12.0
# double etaG 1.7
# double ptmin 200.0
# double ymax 1.0
# double RHBT 15.0
# double NMILLIONPAIRS 10
# double NMILLIONPAIRS 10
