  3.75  -0.3657
 11.25  -0.1230
 18.75   0.0096
 26.25   0.0320
 33.75   0.0414
 41.25   0.0334
 48.75   0.0324
 56.25   0.0285
 63.75   0.0251
 71.25   0.0226
 78.75   0.0163
 86.25   0.0119
 93.75   0.0142
101.25   0.0150
108.75   0.0104
116.25   0.0113
123.75   0.0134
131.25   0.0121
138.75   0.0096
146.25   0.0089
153.75   0.0070
161.25   0.0046
168.75  -0.0007
176.25  -0.0039
v2=nan, <cphiB>=-0.000424597, v2c=nan, v2s=5.00021e-05
# double tau 12.0
# double etaG 1.7
# double ptmin 200.0
# double ymax 1.0
# double RHBT 13.0
# double NMILLIONPAIRS 1000
# double NMILLIONPAIRS 1000
