# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0533297 -----------------
#dely    BF    dB     BFVar
0.050 -0.0945 -0.0003  0.0023
0.150 -0.0896 -0.0003  0.0029
0.250 -0.0832 -0.0003  0.0016
0.350 -0.0696 -0.0003  0.0029
0.450 -0.0587 -0.0002  0.0016
0.550 -0.0458 -0.0002  0.0019
0.650 -0.0355 -0.0002  0.0013
0.750 -0.0248 -0.0001  0.0007
0.850 -0.0167 -0.0001  0.0009
0.950 -0.0098 -0.0001  0.0006
1.050 -0.0041 -0.0000  0.0004
1.150 -0.0015 -0.0000  0.0003
1.250 -0.0002 -0.0000  0.0001
1.350  0.0003  0.0000  0.0002
1.450  0.0003  0.0000  0.0001
1.550  0.0001  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
