# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.00581581 -----------------
#dely    BF    dB     BFVar
0.050 -0.0210 -0.0001  0.0020
0.150 -0.0203 -0.0001  0.0056
0.250 -0.0130 -0.0001  0.0018
0.350 -0.0086 -0.0001  0.0033
0.450 -0.0061 -0.0001  0.0029
0.550 -0.0013 -0.0000  0.0020
0.650  0.0020  0.0000  0.0017
0.750  0.0019  0.0000  0.0016
0.850  0.0030  0.0000  0.0010
0.950  0.0025  0.0000  0.0007
1.050  0.0012  0.0000  0.0006
1.150  0.0008  0.0000  0.0008
1.250  0.0005  0.0000  0.0005
1.350  0.0003  0.0000  0.0001
1.450 -0.0000 -0.0000  0.0001
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
