# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.293826 -----------------
#dely    BF
0.050  0.5127  0.0029
0.150  0.4605  0.0027
0.250  0.4054  0.0025
0.350  0.3873  0.0026
0.450  0.2898  0.0021
0.550  0.2267  0.0018
0.650  0.1830  0.0016
0.750  0.1412  0.0014
0.850  0.1156  0.0013
0.950  0.0831  0.0010
1.050  0.0567  0.0008
1.150  0.0323  0.0005
1.250  0.0166  0.0003
1.350  0.0140  0.0003
1.450  0.0089  0.0002
1.550  0.0050  0.0002
1.650 -0.0006 -0.0000
1.750  0.0003  0.0000
