0.15 0.1434 0.1428 0.1461 0.1419 0.1427 0.1436 0.09 0.1446 0.1407 0.1434 
0.25 0.1269 0.1286 0.1312 0.1286 0.129 0.1288 0.0899 0.1267 0.1243 0.1266 
0.35 0.1098 0.1061 0.1126 0.108 0.1067 0.1101 0.0759 0.1087 0.1078 0.108 
0.45 0.0868 0.0877 0.0915 0.0901 0.0912 0.0894 0.0729 0.09 0.0867 0.0893 
0.55 0.0688 0.0671 0.0714 0.0734 0.0716 0.073 0.063 0.0703 0.0683 0.0729 
0.65 0.0515 0.0521 0.0533 0.0549 0.0561 0.0542 0.0544 0.0553 0.0544 0.0538 
0.75 0.0378 0.0377 0.0391 0.0404 0.04 0.039 0.0463 0.0393 0.0378 0.0409 
0.85 0.0254 0.0263 0.0274 0.0289 0.0289 0.026 0.0369 0.0271 0.0276 0.0287 
0.95 0.0174 0.0179 0.0175 0.0199 0.0197 0.0175 0.0288 0.019 0.0184 0.019 
1.05 0.0106 0.0114 0.0106 0.0127 0.0119 0.0105 0.019 0.0119 0.011 0.0125 
1.15 0.0058 0.0058 0.0057 0.0069 0.0066 0.0059 0.0133 0.0064 0.0067 0.0079 
1.25 0.0028 0.0029 0.0031 0.0034 0.0032 0.0027 0.0076 0.0031 0.0032 0.0038 
1.35 0.0011 0.0013 0.0012 0.0012 0.0015 0.0011 0.0047 0.0014 0.0012 0.0015 
1.45 0.0004 0.0004 0.0003 0.0005 0.0005 0.0003 0.0017 0.0003 0.0005 0.0004 
1.55 0 0.0001 0 0 0 0 0.0005 0.0001 0.0001 0.0001 
1.65 0 0 -0 0 -0 -0 0 0 0 0 
1.75 0 0 0 0 0 0 0 0 0 0 
