# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0290245 -----------------
#dely    BF
0.050 -0.0484 -0.0004
0.150 -0.0471 -0.0004
0.250 -0.0420 -0.0003
0.350 -0.0373 -0.0003
0.450 -0.0311 -0.0003
0.550 -0.0249 -0.0002
0.650 -0.0186 -0.0002
0.750 -0.0137 -0.0002
0.850 -0.0093 -0.0001
0.950 -0.0067 -0.0001
1.050 -0.0055 -0.0001
1.150 -0.0031 -0.0001
1.250 -0.0013 -0.0000
1.350 -0.0009 -0.0000
1.450 -0.0003 -0.0000
1.550 -0.0001 -0.0000
1.650 -0.0000 -0.0000
1.750  0.0000  0.0000
