# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.150498 -----------------
#dely    BF    dB     BFVar
0.050  0.5456  0.0040  0.0415
0.150  0.4050  0.0032  0.0314
0.250  0.2472  0.0022  0.0098
0.350  0.1394  0.0015  0.0141
0.450  0.0720  0.0009  0.0136
0.550  0.0386  0.0006  0.0056
0.650  0.0218  0.0004  0.0023
0.750  0.0139  0.0003  0.0023
0.850  0.0083  0.0002  0.0013
0.950  0.0056  0.0002  0.0010
1.050  0.0034  0.0002  0.0005
1.150  0.0027  0.0002  0.0011
1.250  0.0010  0.0001  0.0003
1.350  0.0003  0.0000  0.0003
1.450  0.0001  0.0000  0.0000
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
