# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.301843 -----------------
#dely    BF    dB     BFVar
0.050  0.5534  0.0002  0.0038
0.150  0.5030  0.0002  0.0053
0.250  0.4395  0.0002  0.0030
0.350  0.3706  0.0002  0.0036
0.450  0.3048  0.0002  0.0054
0.550  0.2395  0.0001  0.0033
0.650  0.1840  0.0001  0.0034
0.750  0.1381  0.0001  0.0020
0.850  0.1003  0.0001  0.0017
0.950  0.0704  0.0001  0.0020
1.050  0.0479  0.0000  0.0021
1.150  0.0305  0.0000  0.0011
1.250  0.0180  0.0000  0.0010
1.350  0.0102  0.0000  0.0004
1.450  0.0053  0.0000  0.0005
1.550  0.0023  0.0000  0.0004
1.650  0.0006  0.0000  0.0002
1.750  0.0003  0.0000  0.0001
