# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.117115 -----------------
#dely    BF    dB     BFVar
0.050  0.4106  0.0034  0.0153
0.150  0.3024  0.0027  0.0229
0.250  0.1844  0.0018  0.0182
0.350  0.1053  0.0012  0.0072
0.450  0.0640  0.0008  0.0097
0.550  0.0359  0.0005  0.0052
0.650  0.0271  0.0005  0.0033
0.750  0.0168  0.0004  0.0037
0.850  0.0108  0.0003  0.0025
0.950  0.0063  0.0002  0.0020
1.050  0.0041  0.0002  0.0016
1.150  0.0021  0.0001  0.0005
1.250  0.0011  0.0001  0.0002
1.350  0.0002  0.0000  0.0002
1.450  0.0001  0.0000  0.0002
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
