# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0107048 -----------------
#dely    BF    dB     BFVar
0.050 -0.0369 -0.0001  0.0028
0.150 -0.0299 -0.0001  0.0016
0.250 -0.0178 -0.0001  0.0013
0.350 -0.0038 -0.0000  0.0028
0.450  0.0088  0.0000  0.0017
0.550  0.0202  0.0001  0.0021
0.650  0.0284  0.0001  0.0014
0.750  0.0305  0.0002  0.0023
0.850  0.0294  0.0002  0.0050
0.950  0.0264  0.0002  0.0012
1.050  0.0208  0.0002  0.0010
1.150  0.0148  0.0002  0.0007
1.250  0.0094  0.0001  0.0011
1.350  0.0047  0.0001  0.0004
1.450  0.0017  0.0000  0.0002
1.550  0.0004  0.0000  0.0001
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
