# SIGMA_QGP=1.2149, SIGMA_HAD=0.50795
# NSAMPLE=10000000, Tblast=78.8239, UPERPblast(x,y)=(0.762,0.762)
# SOVERUD=0.7088, QUARK_ENTROPY_RATIO=0.1852, BARYON_FUDGE=0.751
# ------- normalization=0.227413 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3168  0.0002  0.0570  0.0850  0.1747
0.150  0.2957  0.0002  0.0539  0.0794  0.1624
0.250  0.2700  0.0002  0.0501  0.0724  0.1475
0.350  0.2445  0.0002  0.0464  0.0644  0.1337
0.450  0.2183  0.0002  0.0427  0.0565  0.1191
0.550  0.1897  0.0002  0.0371  0.0475  0.1050
0.650  0.1622  0.0002  0.0340  0.0396  0.0886
0.750  0.1378  0.0002  0.0306  0.0324  0.0748
0.850  0.1149  0.0002  0.0268  0.0262  0.0619
0.950  0.0925  0.0001  0.0231  0.0203  0.0491
1.050  0.0728  0.0001  0.0198  0.0153  0.0377
1.150  0.0540  0.0001  0.0156  0.0114  0.0271
1.250  0.0403  0.0001  0.0131  0.0082  0.0191
1.350  0.0277  0.0001  0.0096  0.0054  0.0127
1.450  0.0184  0.0001  0.0070  0.0035  0.0080
1.550  0.0112  0.0000  0.0049  0.0020  0.0043
1.650  0.0057  0.0000  0.0026  0.0010  0.0022
1.750  0.0016  0.0000  0.0008  0.0003  0.0005
