# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.149841 -----------------
#dely    BF    dB     BFVar
0.050  0.3978  0.0039  0.0146
0.150  0.3480  0.0035  0.0143
0.250  0.2778  0.0030  0.0076
0.350  0.1869  0.0022  0.0132
0.450  0.1264  0.0016  0.0125
0.550  0.0811  0.0012  0.0053
0.650  0.0426  0.0007  0.0023
0.750  0.0240  0.0004  0.0026
0.850  0.0107  0.0002  0.0011
0.950  0.0037  0.0001  0.0008
1.050  0.0006  0.0000  0.0004
1.150 -0.0003 -0.0000  0.0020
1.250 -0.0004 -0.0000  0.0001
1.350 -0.0002 -0.0000  0.0001
1.450 -0.0001 -0.0000  0.0000
1.550 -0.0000 -0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
