# ICODE=211, JCODE=-211
# SIGMA_QGP=1.0773, SIGMA_HAD=0.482523
# NSAMPLE=10000000, Tblast=88.2265, UPERPblast(x,y)=(0.76,0.76)
# SOVERUD=0.8372, QUARK_ENTROPY_RATIO=0.1796, BARYON_FUDGE=0.6353
# ------- normalization=0.218758 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3153  0.0003  0.0556  0.0868  0.1729
0.150  0.2940  0.0003  0.0529  0.0804  0.1608
0.250  0.2716  0.0003  0.0487  0.0732  0.1496
0.350  0.2440  0.0003  0.0441  0.0646  0.1353
0.450  0.2181  0.0002  0.0403  0.0559  0.1219
0.550  0.1898  0.0002  0.0355  0.0472  0.1071
0.650  0.1612  0.0002  0.0314  0.0385  0.0913
0.750  0.1323  0.0002  0.0269  0.0304  0.0750
0.850  0.1066  0.0002  0.0231  0.0238  0.0598
0.950  0.0824  0.0002  0.0187  0.0181  0.0456
1.050  0.0615  0.0001  0.0153  0.0130  0.0332
1.150  0.0441  0.0001  0.0120  0.0090  0.0231
1.250  0.0298  0.0001  0.0089  0.0061  0.0148
1.350  0.0190  0.0001  0.0063  0.0038  0.0090
1.450  0.0111  0.0001  0.0041  0.0021  0.0049
1.550  0.0053  0.0000  0.0023  0.0009  0.0021
1.650  0.0014  0.0000  0.0007  0.0002  0.0004
1.750  0.0001  0.0000  0.0001  0.0000  0.0000
