# ICODE=211, JCODE=-321
# SIGMA_QGP=1.2, SIGMA_HAD=0.60708
# NSAMPLE=10000000, Tblast=81.739, UPERPblast(x,y)=(0.7024,0.7024)
# SOVERUD=0.7115, QUARK_ENTROPY_RATIO=0.1917, BARYON_FUDGE=0.6913
# ------- normalization=0.0130941 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0183  0.0000  0.0029  0.0035  0.0119
0.150  0.0182  0.0000  0.0031  0.0033  0.0118
0.250  0.0170  0.0000  0.0030  0.0031  0.0109
0.350  0.0157  0.0000  0.0026  0.0026  0.0105
0.450  0.0142  0.0000  0.0025  0.0023  0.0093
0.550  0.0118  0.0000  0.0019  0.0019  0.0080
0.650  0.0104  0.0000  0.0021  0.0015  0.0068
0.750  0.0084  0.0000  0.0017  0.0011  0.0056
0.850  0.0064  0.0000  0.0014  0.0009  0.0041
0.950  0.0044  0.0000  0.0010  0.0006  0.0027
1.050  0.0029  0.0000  0.0007  0.0004  0.0017
1.150  0.0017  0.0000  0.0006  0.0003  0.0008
1.250  0.0009  0.0000  0.0004  0.0002  0.0003
1.350  0.0004  0.0000  0.0003  0.0001  0.0001
1.450  0.0002  0.0000  0.0001  0.0000  0.0000
1.550  0.0001  0.0000  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750 -0.0000 -0.0000 -0.0000  0.0000  0.0000
