# ICODE=211, JCODE=-211
# SIGMA_QGP=1.2, SIGMA_HAD=0.60708
# NSAMPLE=10000000, Tblast=81.739, UPERPblast(x,y)=(0.7024,0.7024)
# SOVERUD=0.7115, QUARK_ENTROPY_RATIO=0.1917, BARYON_FUDGE=0.6913
# ------- normalization=0.211125 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.2988  0.0003  0.0562  0.0720  0.1707
0.150  0.2814  0.0003  0.0534  0.0664  0.1616
0.250  0.2564  0.0003  0.0481  0.0604  0.1479
0.350  0.2330  0.0003  0.0448  0.0536  0.1346
0.450  0.2086  0.0002  0.0407  0.0468  0.1211
0.550  0.1836  0.0002  0.0370  0.0398  0.1068
0.650  0.1555  0.0002  0.0317  0.0331  0.0907
0.750  0.1302  0.0002  0.0277  0.0270  0.0755
0.850  0.1053  0.0002  0.0238  0.0214  0.0601
0.950  0.0827  0.0002  0.0199  0.0163  0.0464
1.050  0.0617  0.0001  0.0160  0.0121  0.0336
1.150  0.0446  0.0001  0.0123  0.0088  0.0236
1.250  0.0306  0.0001  0.0097  0.0057  0.0151
1.350  0.0197  0.0001  0.0069  0.0037  0.0091
1.450  0.0118  0.0001  0.0046  0.0021  0.0050
1.550  0.0055  0.0000  0.0025  0.0010  0.0021
1.650  0.0016  0.0000  0.0008  0.0003  0.0005
1.750  0.0001  0.0000  0.0001  0.0000  0.0000
