# SIGMA_QGP=1.2, SIGMA_HAD=0.60708
# NSAMPLE=10000000, Tblast=81.739, UPERPblast(x,y)=(0.7024,0.7024)
# SOVERUD=0.7115, QUARK_ENTROPY_RATIO=0.1917, BARYON_FUDGE=0.6913
# ------- normalization=0.224967 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3088  0.0002  0.0616  0.0742  0.1730
0.150  0.2884  0.0002  0.0576  0.0690  0.1617
0.250  0.2633  0.0002  0.0536  0.0630  0.1467
0.350  0.2380  0.0002  0.0493  0.0562  0.1325
0.450  0.2137  0.0002  0.0455  0.0496  0.1186
0.550  0.1883  0.0002  0.0409  0.0431  0.1043
0.650  0.1627  0.0002  0.0369  0.0363  0.0896
0.750  0.1383  0.0002  0.0324  0.0303  0.0756
0.850  0.1162  0.0002  0.0287  0.0250  0.0625
0.950  0.0935  0.0001  0.0241  0.0193  0.0501
1.050  0.0734  0.0001  0.0204  0.0151  0.0378
1.150  0.0555  0.0001  0.0164  0.0114  0.0278
1.250  0.0416  0.0001  0.0133  0.0083  0.0200
1.350  0.0290  0.0001  0.0103  0.0057  0.0131
1.450  0.0193  0.0001  0.0075  0.0038  0.0081
1.550  0.0118  0.0000  0.0051  0.0021  0.0046
1.650  0.0059  0.0000  0.0027  0.0011  0.0021
1.750  0.0019  0.0000  0.0010  0.0003  0.0006
