# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.1
# ------- normalization=0.156831 -----------------
#dely    BF
0.050  0.2045  0.0014
0.150  0.1185  0.0008
0.250  0.1328  0.0010
0.350  0.1570  0.0012
0.450  0.0968  0.0008
0.550  0.1464  0.0013
0.650  0.1631  0.0015
0.750  0.1025  0.0010
0.850  0.0981  0.0011
0.950  0.1104  0.0013
1.050  0.0814  0.0011
1.150  0.0532  0.0008
1.250  0.0401  0.0007
1.350  0.0064  0.0001
1.450  0.0187  0.0004
1.550  0.0186  0.0005
1.650  0.0202  0.0008
1.750 -0.0006 -0.0000
