# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0 -----------------
#dely    BF_mean   BF_sq    BF_var    Samples
0.050   0.1596  0.0256  0.0094 2000000
0.150   0.1537  0.0236  0.0039 2000000
0.250   0.1406  0.0199  0.0110 2000000
0.350   0.1205  0.0145  0.0047 2000000
0.450   0.1011  0.0103  0.0064 2000000
0.550   0.0837  0.0070  0.0043 2000000
0.650   0.0675  0.0046  0.0050 2000000
0.750   0.0538  0.0029  0.0037 2000000
0.850   0.0418  0.0018  0.0049 2000000
0.950   0.0284  0.0008  0.0016 2000000
1.050   0.0211  0.0005  0.0024 2000000
1.150   0.0150  0.0002  0.0039 2000000
1.250   0.0088  0.0001  0.0013 2000000
1.350   0.0031  0.0000  0.0005 2000000
1.450   0.0013  0.0000  0.0003 2000000
1.550   0.0002  0.0000  0.0001 2000000
1.650   0.0000  0.0000  0.0000 2000000
1.750   0.0000  0.0000  0.0000 2000000
0.050   0.1599  0.0256  0.0066 4000000
0.150   0.1545  0.0239  0.0029 4000000
0.250   0.1396  0.0195  0.0078 4000000
0.350   0.1204  0.0145  0.0034 4000000
0.450   0.1022  0.0105  0.0047 4000000
0.550   0.0850  0.0072  0.0033 4000000
0.650   0.0690  0.0048  0.0038 4000000
0.750   0.0554  0.0031  0.0031 4000000
0.850   0.0419  0.0018  0.0034 4000000
0.950   0.0288  0.0008  0.0012 4000000
1.050   0.0212  0.0005  0.0017 4000000
1.150   0.0145  0.0002  0.0028 4000000
1.250   0.0082  0.0001  0.0011 4000000
1.350   0.0032  0.0000  0.0004 4000000
1.450   0.0013  0.0000  0.0002 4000000
1.550   0.0002  0.0000  0.0001 4000000
1.650   0.0000  0.0000  0.0000 4000000
1.750   0.0000  0.0000  0.0000 4000000
0.050   0.1600  0.0256  0.0055 6000000
0.150   0.1541  0.0238  0.0025 6000000
0.250   0.1396  0.0195  0.0064 6000000
0.350   0.1208  0.0146  0.0028 6000000
0.450   0.1028  0.0106  0.0039 6000000
0.550   0.0851  0.0073  0.0027 6000000
0.650   0.0693  0.0048  0.0032 6000000
0.750   0.0555  0.0031  0.0025 6000000
0.850   0.0421  0.0018  0.0028 6000000
0.950   0.0288  0.0008  0.0010 6000000
1.050   0.0213  0.0005  0.0014 6000000
1.150   0.0144  0.0002  0.0023 6000000
1.250   0.0081  0.0001  0.0009 6000000
1.350   0.0033  0.0000  0.0003 6000000
1.450   0.0013  0.0000  0.0002 6000000
1.550   0.0003  0.0000  0.0001 6000000
1.650   0.0000  0.0000  0.0000 6000000
1.750   0.0000  0.0000  0.0000 6000000
0.050   0.1597  0.0255  0.0048 8000000
0.150   0.1539  0.0237  0.0022 8000000
0.250   0.1396  0.0195  0.0055 8000000
0.350   0.1213  0.0147  0.0026 8000000
0.450   0.1032  0.0107  0.0035 8000000
0.550   0.0853  0.0073  0.0024 8000000
0.650   0.0693  0.0048  0.0027 8000000
0.750   0.0555  0.0031  0.0022 8000000
0.850   0.0421  0.0018  0.0024 8000000
0.950   0.0289  0.0008  0.0009 8000000
1.050   0.0213  0.0005  0.0012 8000000
1.150   0.0144  0.0002  0.0020 8000000
1.250   0.0080  0.0001  0.0008 8000000
1.350   0.0034  0.0000  0.0003 8000000
1.450   0.0013  0.0000  0.0001 8000000
1.550   0.0003  0.0000  0.0001 8000000
1.650   0.0000  0.0000  0.0000 8000000
1.750   0.0000  0.0000  0.0000 8000000
0.050   0.1596  0.0255  0.0043 10000000
0.150   0.1538  0.0237  0.0020 10000000
0.250   0.1395  0.0195  0.0050 10000000
0.350   0.1215  0.0148  0.0024 10000000
0.450   0.1035  0.0107  0.0032 10000000
0.550   0.0855  0.0073  0.0022 10000000
0.650   0.0693  0.0048  0.0024 10000000
0.750   0.0555  0.0031  0.0020 10000000
0.850   0.0421  0.0018  0.0022 10000000
0.950   0.0290  0.0008  0.0008 10000000
1.050   0.0214  0.0005  0.0011 10000000
1.150   0.0143  0.0002  0.0018 10000000
1.250   0.0079  0.0001  0.0007 10000000
1.350   0.0034  0.0000  0.0003 10000000
1.450   0.0013  0.0000  0.0001 10000000
1.550   0.0003  0.0000  0.0001 10000000
1.650   0.0000  0.0000  0.0000 10000000
1.750   0.0000  0.0000  0.0000 10000000
0.050   0.1595  0.0255  0.0039 12000000
0.150   0.1538  0.0236  0.0018 12000000
0.250   0.1395  0.0195  0.0045 12000000
0.350   0.1215  0.0148  0.0022 12000000
0.450   0.1037  0.0108  0.0029 12000000
0.550   0.0857  0.0073  0.0020 12000000
0.650   0.0694  0.0048  0.0022 12000000
0.750   0.0555  0.0031  0.0018 12000000
0.850   0.0420  0.0018  0.0020 12000000
0.950   0.0291  0.0008  0.0007 12000000
1.050   0.0214  0.0005  0.0010 12000000
1.150   0.0143  0.0002  0.0016 12000000
1.250   0.0079  0.0001  0.0007 12000000
1.350   0.0035  0.0000  0.0003 12000000
1.450   0.0013  0.0000  0.0001 12000000
1.550   0.0003  0.0000  0.0001 12000000
1.650   0.0000  0.0000  0.0000 12000000
1.750   0.0000  0.0000  0.0000 12000000
0.050   0.1595  0.0255  0.0036 14000000
0.150   0.1537  0.0236  0.0017 14000000
0.250   0.1395  0.0195  0.0042 14000000
0.350   0.1214  0.0148  0.0020 14000000
0.450   0.1038  0.0108  0.0027 14000000
0.550   0.0858  0.0074  0.0019 14000000
0.650   0.0694  0.0048  0.0021 14000000
0.750   0.0555  0.0031  0.0017 14000000
0.850   0.0419  0.0018  0.0019 14000000
0.950   0.0292  0.0009  0.0007 14000000
1.050   0.0214  0.0005  0.0009 14000000
1.150   0.0142  0.0002  0.0015 14000000
1.250   0.0078  0.0001  0.0007 14000000
1.350   0.0035  0.0000  0.0003 14000000
1.450   0.0013  0.0000  0.0001 14000000
1.550   0.0003  0.0000  0.0000 14000000
1.650   0.0000  0.0000  0.0000 14000000
1.750   0.0000  0.0000  0.0000 14000000
0.050   0.1595  0.0254  0.0034 16000000
0.150   0.1536  0.0236  0.0016 16000000
0.250   0.1395  0.0195  0.0039 16000000
0.350   0.1214  0.0147  0.0019 16000000
0.450   0.1038  0.0108  0.0025 16000000
0.550   0.0859  0.0074  0.0018 16000000
0.650   0.0695  0.0048  0.0019 16000000
0.750   0.0555  0.0031  0.0015 16000000
0.850   0.0418  0.0017  0.0018 16000000
0.950   0.0292  0.0009  0.0007 16000000
1.050   0.0215  0.0005  0.0009 16000000
1.150   0.0141  0.0002  0.0014 16000000
1.250   0.0078  0.0001  0.0006 16000000
1.350   0.0035  0.0000  0.0003 16000000
1.450   0.0013  0.0000  0.0001 16000000
1.550   0.0003  0.0000  0.0000 16000000
1.650   0.0000  0.0000  0.0000 16000000
1.750   0.0000  0.0000  0.0000 16000000
0.050   0.1594  0.0254  0.0032 18000000
0.150   0.1535  0.0236  0.0015 18000000
0.250   0.1395  0.0195  0.0037 18000000
0.350   0.1214  0.0147  0.0018 18000000
0.450   0.1038  0.0108  0.0024 18000000
0.550   0.0860  0.0074  0.0017 18000000
0.650   0.0695  0.0048  0.0018 18000000
0.750   0.0555  0.0031  0.0015 18000000
0.850   0.0417  0.0017  0.0017 18000000
0.950   0.0293  0.0009  0.0006 18000000
1.050   0.0215  0.0005  0.0008 18000000
1.150   0.0141  0.0002  0.0013 18000000
1.250   0.0078  0.0001  0.0006 18000000
1.350   0.0035  0.0000  0.0003 18000000
1.450   0.0013  0.0000  0.0001 18000000
1.550   0.0003  0.0000  0.0000 18000000
1.650   0.0000  0.0000  0.0000 18000000
1.750   0.0000  0.0000  0.0000 18000000
0.050   0.1594  0.0254  0.0030 20000000
0.150   0.1535  0.0236  0.0014 20000000
0.250   0.1395  0.0195  0.0035 20000000
0.350   0.1214  0.0147  0.0017 20000000
0.450   0.1038  0.0108  0.0023 20000000
0.550   0.0861  0.0074  0.0016 20000000
0.650   0.0695  0.0048  0.0017 20000000
0.750   0.0554  0.0031  0.0014 20000000
0.850   0.0417  0.0017  0.0016 20000000
0.950   0.0293  0.0009  0.0006 20000000
1.050   0.0215  0.0005  0.0008 20000000
1.150   0.0140  0.0002  0.0013 20000000
1.250   0.0077  0.0001  0.0006 20000000
1.350   0.0036  0.0000  0.0002 20000000
1.450   0.0013  0.0000  0.0001 20000000
1.550   0.0003  0.0000  0.0000 20000000
1.650   0.0000  0.0000  0.0000 20000000
1.750   0.0000  0.0000  0.0000 20000000
