# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.13466 -----------------
#dely    BF    dB     BFVar
0.050  0.3589  0.0030  0.0215
0.150  0.2803  0.0025  0.0163
0.250  0.2135  0.0021  0.0088
0.350  0.1662  0.0018  0.0079
0.450  0.1214  0.0015  0.0053
0.550  0.0826  0.0012  0.0094
0.650  0.0533  0.0009  0.0036
0.750  0.0321  0.0007  0.0030
0.850  0.0191  0.0005  0.0015
0.950  0.0106  0.0003  0.0039
1.050  0.0054  0.0002  0.0009
1.150  0.0023  0.0001  0.0003
1.250  0.0007  0.0000  0.0004
1.350  0.0003  0.0000  0.0002
1.450  0.0001  0.0000  0.0001
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
