# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.286152 -----------------
#dely    BF    dB     BFVar
0.050  0.5269  0.0002  0.0073
0.150  0.4805  0.0002  0.0052
0.250  0.4209  0.0002  0.0043
0.350  0.3610  0.0002  0.0045
0.450  0.2949  0.0002  0.0046
0.550  0.2367  0.0001  0.0029
0.650  0.1802  0.0001  0.0029
0.750  0.1338  0.0001  0.0019
0.850  0.0940  0.0001  0.0022
0.950  0.0641  0.0001  0.0029
1.050  0.0399  0.0000  0.0016
1.150  0.0218  0.0000  0.0009
1.250  0.0101  0.0000  0.0015
1.350  0.0029  0.0000  0.0011
1.450 -0.0011 -0.0000  0.0007
1.550 -0.0022 -0.0000  0.0006
1.650 -0.0020 -0.0000  0.0003
1.750 -0.0008 -0.0000  0.0001
