# ICODE=321, JCODE=-2212
# SIGMA_QGP=0.5, SIGMA_HAD=0.5
# NSAMPLE=1000000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.93, QUARK_ENTROPY_RATIO=0.175, BARYON_FUDGE=0.65
# ------- normalization=0.00580125 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0125  0.0000 -0.0445  0.0485  0.0086
0.150  0.0108  0.0000 -0.0418  0.0455  0.0071
0.250  0.0093  0.0000 -0.0371  0.0405  0.0060
0.350  0.0078  0.0000 -0.0315  0.0343  0.0050
0.450  0.0061  0.0000 -0.0255  0.0280  0.0036
0.550  0.0041  0.0000 -0.0201  0.0221  0.0022
0.650  0.0028  0.0000 -0.0150  0.0165  0.0013
0.750  0.0020  0.0000 -0.0107  0.0118  0.0009
0.850  0.0013  0.0000 -0.0073  0.0080  0.0005
0.950  0.0007  0.0000 -0.0046  0.0050  0.0002
1.050  0.0004  0.0000 -0.0026  0.0028  0.0001
1.150  0.0002  0.0000 -0.0013  0.0014  0.0000
1.250  0.0000  0.0000 -0.0006  0.0006  0.0000
1.350  0.0000  0.0000 -0.0002  0.0002  0.0000
1.450  0.0000  0.0000 -0.0000  0.0000  0.0000
1.550  0.0000  0.0000 -0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
