# ICODE=211, JCODE=-211
# SIGMA_QGP=0.5, SIGMA_HAD=0.5
# NSAMPLE=1000000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.93, QUARK_ENTROPY_RATIO=0.175, BARYON_FUDGE=0.65
# ------- normalization=0.231267 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3489  0.0000  0.0816  0.0887  0.1786
0.150  0.3257  0.0000  0.0762  0.0829  0.1666
0.250  0.2963  0.0000  0.0695  0.0755  0.1513
0.350  0.2642  0.0000  0.0621  0.0675  0.1347
0.450  0.2310  0.0000  0.0544  0.0591  0.1175
0.550  0.1971  0.0000  0.0465  0.0506  0.1000
0.650  0.1642  0.0000  0.0390  0.0424  0.0828
0.750  0.1337  0.0000  0.0319  0.0348  0.0670
0.850  0.1059  0.0000  0.0254  0.0277  0.0527
0.950  0.0811  0.0000  0.0197  0.0215  0.0399
1.050  0.0599  0.0000  0.0148  0.0162  0.0289
1.150  0.0424  0.0000  0.0107  0.0117  0.0200
1.250  0.0285  0.0000  0.0074  0.0080  0.0131
1.350  0.0178  0.0000  0.0048  0.0052  0.0079
1.450  0.0101  0.0000  0.0028  0.0030  0.0043
1.550  0.0046  0.0000  0.0013  0.0014  0.0018
1.650  0.0012  0.0000  0.0004  0.0004  0.0004
1.750  0.0001  0.0000  0.0000  0.0000  0.0000
