# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.539914 -----------------
#dely    BF
0.050 -0.5873 -0.0041
0.150 -0.5697 -0.0042
0.250 -0.5299 -0.0040
0.350 -0.5099 -0.0041
0.450 -0.5831 -0.0049
0.550 -0.5559 -0.0049
0.650 -0.5317 -0.0051
0.750 -0.4990 -0.0051
0.850 -0.4250 -0.0048
0.950 -0.3191 -0.0039
1.050 -0.1316 -0.0018
1.150 -0.1438 -0.0021
1.250 -0.0370 -0.0006
1.350  0.0070  0.0001
1.450 -0.0321 -0.0007
1.550  0.0058  0.0002
1.650  0.0358  0.0014
1.750  0.0074  0.0005
