# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=1
# ------- normalization=-0.00245443 -----------------
#dely    BF
0.050 -0.0416 -0.0021
0.150 -0.0334 -0.0017
0.250 -0.0095 -0.0006
0.350  0.0101  0.0007
0.450 -0.0121 -0.0009
0.550  0.0200  0.0017
0.650  0.0147  0.0014
0.750  0.0008  0.0001
0.850  0.0142  0.0025
0.950  0.0067  0.0014
1.050  0.0044  0.0011
1.150  0.0012  0.0005
1.250 -0.0001 -0.0001
1.350  0.0000  0.0000
1.450  0.0000  0.0000
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
