# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.17427 -----------------
#dely    BF    dB     BFVar
0.050  0.2308  0.0001  0.0026
0.150  0.2143  0.0001  0.0021
0.250  0.1982  0.0001  0.0017
0.350  0.1810  0.0001  0.0024
0.450  0.1635  0.0001  0.0023
0.550  0.1450  0.0001  0.0018
0.650  0.1254  0.0001  0.0021
0.750  0.1082  0.0001  0.0014
0.850  0.0908  0.0001  0.0017
0.950  0.0755  0.0001  0.0010
1.050  0.0608  0.0001  0.0017
1.150  0.0473  0.0001  0.0010
1.250  0.0361  0.0000  0.0006
1.350  0.0264  0.0000  0.0008
1.450  0.0188  0.0000  0.0005
1.550  0.0121  0.0000  0.0005
1.650  0.0067  0.0000  0.0004
1.750  0.0020  0.0000  0.0003
