# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0160254 -----------------
#dely    BF    dB     BFVar
0.050 -0.0248 -0.0002  0.0012
0.150 -0.0240 -0.0002  0.0018
0.250 -0.0222 -0.0002  0.0017
0.350 -0.0194 -0.0001  0.0016
0.450 -0.0167 -0.0001  0.0024
0.550 -0.0155 -0.0001  0.0013
0.650 -0.0120 -0.0001  0.0010
0.750 -0.0096 -0.0001  0.0006
0.850 -0.0067 -0.0001  0.0015
0.950 -0.0050 -0.0001  0.0007
1.050 -0.0023 -0.0000  0.0004
1.150 -0.0014 -0.0000  0.0005
1.250 -0.0005 -0.0000  0.0004
1.350 -0.0002 -0.0000  0.0002
1.450 -0.0000 -0.0000  0.0001
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
