# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0672774 -----------------
#dely    BF    dB     BFVar
0.050 -0.1317 -0.0004  0.0031
0.150 -0.1192 -0.0003  0.0031
0.250 -0.1021 -0.0003  0.0025
0.350 -0.0811 -0.0003  0.0017
0.450 -0.0645 -0.0002  0.0031
0.550 -0.0491 -0.0002  0.0017
0.650 -0.0363 -0.0002  0.0015
0.750 -0.0275 -0.0002  0.0017
0.850 -0.0206 -0.0001  0.0015
0.950 -0.0153 -0.0001  0.0010
1.050 -0.0105 -0.0001  0.0009
1.150 -0.0072 -0.0001  0.0006
1.250 -0.0045 -0.0001  0.0005
1.350 -0.0024 -0.0001  0.0002
1.450 -0.0008 -0.0000  0.0001
1.550 -0.0002 -0.0000  0.0000
1.650 -0.0000 -0.0000  0.0000
1.750  0.0000  0.0000  0.0000
