! kt  lambda  Rout  Routlab Rside   Rlong
  50.0 0.2815 10.440  9.828  9.251 19.903  1.062
 100.0 0.2990 12.304 10.002  8.876 17.926  1.127
 150.0 0.3374 14.062  9.579  8.328 15.162  1.150
 200.0 0.3789 15.796  9.040  7.957 13.324  1.136
 250.0 0.3947 17.614  8.586  7.468 11.817  1.150
 300.0 0.4399 19.271  8.129  7.149 10.628  1.137
 350.0 0.4517 20.046  7.425  6.642  9.407  1.118
 400.0 0.4743 21.930  7.225  6.340  8.497  1.139
 450.0 0.4977 22.652  6.710  6.016  7.802  1.115
 500.0 0.5273 24.415  6.564  5.696  7.261  1.152
