# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=1
# ------- normalization=0.280866 -----------------
#dely    BF
0.050  0.4713  0.0028
0.150  0.4288  0.0026
0.250  0.3690  0.0024
0.350  0.3392  0.0023
0.450  0.2838  0.0021
0.550  0.2402  0.0019
0.650  0.1858  0.0016
0.750  0.1335  0.0013
0.850  0.1209  0.0013
0.950  0.0830  0.0010
1.050  0.0621  0.0008
1.150  0.0415  0.0006
1.250  0.0219  0.0004
1.350  0.0110  0.0002
1.450  0.0110  0.0003
1.550  0.0062  0.0002
1.650 -0.0008 -0.0000
1.750  0.0001  0.0000
