# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.108284 -----------------
#dely    BF    dB     BFVar
0.050  0.2680  0.0022  0.0099
0.150  0.2088  0.0018  0.0075
0.250  0.1595  0.0015  0.0064
0.350  0.1227  0.0013  0.0042
0.450  0.0927  0.0011  0.0075
0.550  0.0721  0.0010  0.0068
0.650  0.0543  0.0009  0.0041
0.750  0.0384  0.0007  0.0050
0.850  0.0273  0.0006  0.0028
0.950  0.0187  0.0005  0.0021
1.050  0.0115  0.0004  0.0016
1.150  0.0058  0.0003  0.0014
1.250  0.0021  0.0002  0.0005
1.350  0.0008  0.0001  0.0002
1.450  0.0003  0.0001  0.0002
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
