# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.1
# ------- normalization=0.0760369 -----------------
#dely    BF
0.050  0.0825  0.0035
0.150  0.1270  0.0059
0.250  0.1458  0.0068
0.350  0.1012  0.0051
0.450  0.0788  0.0040
0.550  0.0661  0.0039
0.650  0.0683  0.0041
0.750  0.0161  0.0012
0.850  0.0725  0.0058
0.950 -0.0219 -0.0020
1.050  0.0035  0.0004
1.150  0.0144  0.0019
1.250 -0.0026 -0.0004
1.350  0.0082  0.0015
1.450  0.0032  0.0010
1.550 -0.0025 -0.0018
1.650  0.0000  0.0000
1.750  0.0000  0.0000
