0.15 0.2651 0.2755 0.2784 0.268 0.2676 0.2732 0.2691 0.2848 0.2682 0.2733 0.2671 0.2725 0.2741 0.2671 0.2826 0.2805 0.2822 0.2717 0.2597 0.2699 
0.25 0.2145 0.2239 0.2189 0.2114 0.2227 0.2176 0.2165 0.2323 0.2123 0.2115 0.2189 0.2155 0.2248 0.2105 0.2225 0.2284 0.2282 0.2192 0.2158 0.221 
0.35 0.1576 0.1657 0.16 0.1653 0.1653 0.1581 0.1573 0.1668 0.1532 0.1626 0.1641 0.1539 0.1526 0.1585 0.1615 0.1618 0.1649 0.1626 0.161 0.1574 
0.45 0.1061 0.1062 0.1018 0.1075 0.1144 0.1067 0.1072 0.1082 0.1079 0.107 0.1129 0.1056 0.1014 0.1078 0.1053 0.1069 0.1142 0.105 0.1078 0.1076 
0.55 0.0618 0.068 0.0674 0.0661 0.0733 0.0643 0.0648 0.0676 0.067 0.0666 0.0683 0.0607 0.0674 0.0674 0.0651 0.0673 0.067 0.0611 0.0661 0.0665 
0.65 0.0328 0.0379 0.0382 0.0406 0.0435 0.039 0.0383 0.036 0.0359 0.0408 0.0419 0.0362 0.0332 0.0387 0.0386 0.0384 0.0384 0.0328 0.0384 0.0365 
0.75 0.0169 0.0193 0.0189 0.0208 0.0225 0.018 0.0191 0.0191 0.0189 0.0211 0.0235 0.0141 0.014 0.0178 0.0176 0.0187 0.0172 0.0165 0.021 0.0186 
0.85 0.0054 0.0085 0.0085 0.01 0.0118 0.0086 0.0093 0.0066 0.0108 0.0098 0.0107 0.0077 0.0054 0.0085 0.007 0.0074 0.0081 0.0053 0.0093 0.0073 
0.95 0.0018 0.0026 0.0032 0.0041 0.004 0.003 0.0024 0.0018 0.004 0.0041 0.0036 0.0008 0.0007 0.0038 0.0025 0.0022 0.0026 0.0022 0.0024 0.0032 
1.05 -0.0012 0.0002 -0.0001 0.0015 0.0009 0.0007 -0.0004 -0.0006 0.0006 0 0.0008 0 -0.0012 0.0016 0.0002 0 0 -0.0006 0.0005 0.0003 
1.15 -0.001 -0.0007 -0.001 0.0003 -0.0007 -0.0004 -0.001 -0.0011 -0.0006 -0.0001 -0.0003 -0.0013 -0.0016 -0.0004 -0.0012 -0.0011 -0.0004 -0.0016 -0.0008 -0.0006 
1.25 -0.0008 -0.0008 -0.0009 -0.0005 -0.0007 -0.0008 -0.0008 -0.0008 -0.0007 -0.0006 -0.0008 -0.0012 -0.0012 -0.0005 -0.0007 -0.0005 -0.0007 -0.0008 -0.0007 -0.0007 
1.35 -0.0005 -0.0005 -0.0004 -0.0004 -0.0004 -0.0004 -0.0005 -0.0004 -0.0003 -0.0004 -0.0004 -0.0007 -0.0006 -0.0004 -0.0005 -0.0004 -0.0005 -0.0006 -0.0006 -0.0003 
1.45 -0.0003 -0.0002 -0.0002 -0.0002 -0.0002 -0.0002 -0.0002 -0.0002 -0.0003 -0.0002 -0.0002 -0.0004 -0.0003 -0.0001 -0.0002 -0.0002 -0.0002 -0.0002 -0.0002 -0.0002 
1.55 -0.0001 -0.0001 -0.0001 -0.0001 -0 -0.0001 -0.0001 -0.0001 -0.0001 -0 -0.0001 -0.0001 -0.0001 -0.0001 -0 -0 -0 -0.0001 -0.0001 -0 
1.65 0 -0 -0 0 -0 -0 -0 0 -0 -0 -0 -0 -0 -0 -0 0 0 -0 -0 -0 
1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
