# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.322299 -----------------
#dely    BF
0.050  0.5926  0.0007
0.150  0.5431  0.0007
0.250  0.4828  0.0006
0.350  0.4102  0.0006
0.450  0.3392  0.0005
0.550  0.2725  0.0004
0.650  0.2028  0.0003
0.750  0.1461  0.0003
0.850  0.1052  0.0002
0.950  0.0683  0.0001
1.050  0.0384  0.0001
1.150  0.0205  0.0001
1.250  0.0081  0.0000
1.350 -0.0004 -0.0000
1.450 -0.0028 -0.0000
1.550 -0.0022 -0.0000
1.650 -0.0014 -0.0000
1.750 -0.0001 -0.0000
