# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0097252 -----------------
#dely    BF    dB     BFVar
0.050  0.0630  0.0007  0.0044
0.150  0.0501  0.0006  0.0079
0.250  0.0260  0.0003  0.0056
0.350  0.0082  0.0001  0.0051
0.450 -0.0040 -0.0001  0.0032
0.550 -0.0085 -0.0001  0.0046
0.650 -0.0093 -0.0002  0.0047
0.750 -0.0118 -0.0002  0.0019
0.850 -0.0074 -0.0002  0.0016
0.950 -0.0047 -0.0001  0.0019
1.050 -0.0025 -0.0001  0.0011
1.150 -0.0016 -0.0001  0.0004
1.250 -0.0003 -0.0000  0.0006
1.350 -0.0001 -0.0000  0.0001
1.450 -0.0000 -0.0000  0.0000
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
