# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.370914 -----------------
#dely    BF
0.050  0.4365  0.0029
0.150  0.3939  0.0027
0.250  0.4250  0.0031
0.350  0.4421  0.0034
0.450  0.3362  0.0027
0.550  0.3384  0.0029
0.650  0.2952  0.0027
0.750  0.1922  0.0019
0.850  0.2276  0.0024
0.950  0.2695  0.0032
1.050  0.1630  0.0021
1.150  0.0925  0.0014
1.250  0.0486  0.0008
1.350  0.0387  0.0007
1.450  0.0284  0.0006
1.550  0.0008  0.0000
1.650 -0.0262 -0.0010
1.750  0.0068  0.0005
