# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.00182567 -----------------
#dely    BF
0.050 -0.0677 -0.0007
0.150 -0.0277 -0.0003
0.250 -0.0346 -0.0004
0.350 -0.0051 -0.0001
0.450 -0.0207 -0.0002
0.550  0.0089  0.0001
0.650  0.0020  0.0000
0.750  0.0126  0.0002
0.850  0.0161  0.0002
0.950  0.0114  0.0002
1.050  0.0214  0.0004
1.150  0.0151  0.0003
1.250  0.0141  0.0003
1.350  0.0107  0.0003
1.450  0.0134  0.0004
1.550  0.0074  0.0003
1.650  0.0042  0.0003
1.750  0.0005  0.0001
