# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0963938 -----------------
#dely    BF    dB     BFVar
0.050  0.2502  0.0006  0.0062
0.150  0.2256  0.0006  0.0078
0.250  0.1747  0.0005  0.0076
0.350  0.1248  0.0004  0.0056
0.450  0.0826  0.0003  0.0039
0.550  0.0473  0.0002  0.0034
0.650  0.0274  0.0001  0.0025
0.750  0.0141  0.0001  0.0018
0.850  0.0070  0.0001  0.0006
0.950  0.0040  0.0000  0.0007
1.050  0.0024  0.0000  0.0004
1.150  0.0020  0.0000  0.0003
1.250  0.0010  0.0000  0.0003
1.350  0.0006  0.0000  0.0001
1.450  0.0002  0.0000  0.0000
1.550  0.0001  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
