# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0925257 -----------------
#dely    BF
0.050 -0.0895 -0.0001
0.150 -0.0821 -0.0001
0.250 -0.0808 -0.0001
0.350 -0.0802 -0.0001
0.450 -0.0690 -0.0001
0.550 -0.0689 -0.0001
0.650 -0.0687 -0.0001
0.750 -0.0635 -0.0001
0.850 -0.0612 -0.0001
0.950 -0.0552 -0.0001
1.050 -0.0492 -0.0001
1.150 -0.0427 -0.0001
1.250 -0.0366 -0.0001
1.350 -0.0287 -0.0001
1.450 -0.0222 -0.0001
1.550 -0.0156 -0.0001
1.650 -0.0083 -0.0000
1.750 -0.0027 -0.0000
