# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=1000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0700964 -----------------
#dely    BF
0.050  0.1021  0.0016
0.150  0.0954  0.0016
0.250  0.0865  0.0015
0.350  0.0715  0.0013
0.450  0.0696  0.0014
0.550  0.0684  0.0014
0.650  0.0497  0.0011
0.750  0.0468  0.0012
0.850  0.0349  0.0010
0.950  0.0282  0.0009
1.050  0.0215  0.0008
1.150  0.0133  0.0006
1.250  0.0081  0.0005
1.350  0.0028  0.0002
1.450  0.0016  0.0002
1.550  0.0005  0.0001
1.650 -0.0000 -0.0000
1.750  0.0000  0.0000
