# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.280894 -----------------
#dely    BF
0.050  0.5112  0.0005
0.150  0.4710  0.0005
0.250  0.4107  0.0004
0.350  0.3494  0.0004
0.450  0.2893  0.0003
0.550  0.2300  0.0003
0.650  0.1756  0.0002
0.750  0.1313  0.0002
0.850  0.0951  0.0002
0.950  0.0617  0.0001
1.050  0.0435  0.0001
1.150  0.0239  0.0001
1.250  0.0121  0.0000
1.350  0.0059  0.0000
1.450  0.0015  0.0000
1.550 -0.0014 -0.0000
1.650 -0.0014 -0.0000
1.750 -0.0005 -0.0000
