# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.217143 -----------------
#dely    BF
0.050  0.3332  0.0026
0.150  0.3210  0.0026
0.250  0.2898  0.0025
0.350  0.2690  0.0024
0.450  0.2309  0.0022
0.550  0.1868  0.0019
0.650  0.1533  0.0017
0.750  0.1214  0.0015
0.850  0.0832  0.0011
0.950  0.0691  0.0010
1.050  0.0396  0.0007
1.150  0.0338  0.0006
1.250  0.0226  0.0005
1.350  0.0100  0.0003
1.450  0.0035  0.0001
1.550  0.0039  0.0002
1.650  0.0004  0.0000
1.750 -0.0002 -0.0001
