# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.317819 -----------------
#dely    BF    dB     BFVar
0.050  0.4021  0.0002  0.0024
0.150  0.3778  0.0002  0.0027
0.250  0.3490  0.0002  0.0024
0.350  0.3192  0.0002  0.0023
0.450  0.2915  0.0002  0.0035
0.550  0.2589  0.0002  0.0019
0.650  0.2306  0.0002  0.0019
0.750  0.2003  0.0002  0.0032
0.850  0.1729  0.0001  0.0019
0.950  0.1447  0.0001  0.0021
1.050  0.1195  0.0001  0.0017
1.150  0.0960  0.0001  0.0011
1.250  0.0745  0.0001  0.0010
1.350  0.0556  0.0001  0.0011
1.450  0.0401  0.0001  0.0008
1.550  0.0266  0.0001  0.0010
1.650  0.0144  0.0000  0.0005
1.750  0.0044  0.0000  0.0004
