# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.1
# ------- normalization=-0.255746 -----------------
#dely    BF
0.050 -0.8327 -0.0061
0.150 -0.6113 -0.0047
0.250 -0.5959 -0.0048
0.350 -0.4670 -0.0040
0.450 -0.3919 -0.0036
0.550 -0.1973 -0.0020
0.650 -0.1342 -0.0015
0.750  0.0233  0.0003
0.850  0.0635  0.0009
0.950  0.1443  0.0022
1.050  0.1128  0.0019
1.150  0.0834  0.0016
1.250  0.0799  0.0018
1.350  0.0737  0.0021
1.450  0.0550  0.0019
1.550  0.0270  0.0012
1.650  0.0104  0.0008
1.750 -0.0004 -0.0001
