# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.244579 -----------------
#dely    BF    dB     BFVar
0.050  0.3175  0.0001  0.0030
0.150  0.2942  0.0001  0.0044
0.250  0.2696  0.0001  0.0025
0.350  0.2499  0.0001  0.0015
0.450  0.2250  0.0001  0.0026
0.550  0.2009  0.0001  0.0029
0.650  0.1755  0.0001  0.0017
0.750  0.1522  0.0001  0.0033
0.850  0.1300  0.0001  0.0019
0.950  0.1097  0.0001  0.0019
1.050  0.0894  0.0001  0.0010
1.150  0.0720  0.0001  0.0007
1.250  0.0556  0.0001  0.0013
1.350  0.0414  0.0001  0.0006
1.450  0.0295  0.0001  0.0009
1.550  0.0194  0.0000  0.0005
1.650  0.0107  0.0000  0.0006
1.750  0.0033  0.0000  0.0003
