# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0983667 -----------------
#dely    BF    dB     BFVar
0.050  0.1803  0.0017  0.0103
0.150  0.1618  0.0016  0.0079
0.250  0.1523  0.0016  0.0083
0.350  0.1261  0.0014  0.0054
0.450  0.1070  0.0013  0.0052
0.550  0.0854  0.0012  0.0052
0.650  0.0595  0.0010  0.0030
0.750  0.0455  0.0008  0.0030
0.850  0.0299  0.0007  0.0022
0.950  0.0164  0.0004  0.0017
1.050  0.0108  0.0004  0.0012
1.150  0.0054  0.0002  0.0009
1.250  0.0023  0.0001  0.0020
1.350  0.0007  0.0001  0.0002
1.450  0.0001  0.0000  0.0002
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
