# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.262926 -----------------
#dely    BF    dB     BFVar
0.050  0.3923  0.0002  0.0042
0.150  0.3654  0.0002  0.0036
0.250  0.3325  0.0002  0.0043
0.350  0.2956  0.0002  0.0022
0.450  0.2590  0.0001  0.0031
0.550  0.2212  0.0001  0.0033
0.650  0.1850  0.0001  0.0016
0.750  0.1514  0.0001  0.0016
0.850  0.1217  0.0001  0.0021
0.950  0.0938  0.0001  0.0018
1.050  0.0708  0.0001  0.0011
1.150  0.0518  0.0001  0.0016
1.250  0.0358  0.0000  0.0010
1.350  0.0243  0.0000  0.0010
1.450  0.0151  0.0000  0.0005
1.550  0.0084  0.0000  0.0005
1.650  0.0041  0.0000  0.0002
1.750  0.0011  0.0000  0.0002
