-10.1226 -211.902 259.963 55.4645 -76.3805 -7.60524 7.9768 -5.39178 -2.78212 
12.1385 -43.9992 -13.5689 18.0969 -1.13324 -0.83318 2.90333 11.0661 3.03608 
-2.7883 -0.655121 0.982219 2.64206 0.317805 1.70087 -0.254945 1.18692 -0.434615 
39.5713 134.579 -169.389 55.9687 -49.1182 35.7851 -28.4862 17.7918 -19.8338 
25.3276 -34.1096 -6.25425 -1.05478 -7.05137 -5.00635 0.860086 3.48392 -3.71703 
9.4051 -8.8772 0.298516 -0.278336 -4.02249 1.60523 -1.33351 -0.628255 1.26024 
2.90546 -86.478 80.8041 -24.824 17.8837 39.4477 -40.0342 47.6563 -41.1548 
6.28874 13.693 13.9927 0.694619 2.19761 -10.5815 -8.46264 -17.0987 -6.47482 
-3.22766 1.97725 0.44665 2.15501 1.66326 0.100935 -0.767021 3.44948 -3.08953 
17.7734 50.2693 -41.8958 16.6015 -5.78712 -95.1737 75.353 231.571 -242.356 
21.387 -15.8054 2.91875 -1.00512 -6.93378 8.9343 13.3708 -35.9289 -12.8979 
4.46161 5.51252 -5.41709 -0.160712 1.51468 -1.37193 1.09596 -1.74282 -4.61099 
