'InvCoshPar_uu_width','InvCoshPar_uu_g0','InvCoshPar_uu_g1','InvCoshPar_ud_width','InvCoshPar_ud_g0','InvCoshPar_ud_g1','InvCoshPar_us_width','InvCoshPar_us_g0'
1.85737,-0.89416,0.576357,-0.675624,1.63772,-0.144014,1.35413,0.43747
1.84898,-0.897338,0.577649,-0.672789,1.63644,-0.142409,1.35212,0.445343
1.85181,-0.898744,0.578904,-0.669478,1.635,-0.133956,1.35601,0.4532
1.85461,-0.898143,0.576129,-0.680342,1.65284,-0.133773,1.35613,0.441451
1.85768,-0.901771,0.603193,-0.670045,1.66015,-0.140717,1.35334,0.442308
1.86098,-0.899247,0.611579,-0.664133,1.66728,-0.130024,1.35997,0.445328
1.86098,-0.899247,0.611579,-0.664133,1.66728,-0.130024,1.35997,0.445328
1.86619,-0.900713,0.608171,-0.667482,1.66548,-0.134409,1.35979,0.45262
1.86599,-0.900152,0.614381,-0.665386,1.66517,-0.141604,1.36194,0.452196
1.8567,-0.906995,0.616731,-0.658547,1.67213,-0.128298,1.3588,0.44858
1.86322,-0.911475,0.613835,-0.664107,1.67397,-0.120586,1.36715,0.443876
1.86318,-0.902057,0.604815,-0.650573,1.67986,-0.125115,1.35602,0.444076
1.86318,-0.902057,0.604815,-0.650573,1.67986,-0.125115,1.35602,0.444076
1.8658,-0.90228,0.611965,-0.655604,1.68085,-0.114946,1.34739,0.450772
1.85846,-0.89268,0.60518,-0.654512,1.67436,-0.116429,1.348,0.445852
1.86217,-0.89647,0.610383,-0.664672,1.6808,-0.104646,1.34284,0.440029
1.85683,-0.909983,0.610624,-0.664428,1.68041,-0.113865,1.34485,0.447751
1.86724,-0.920544,0.613783,-0.668817,1.68754,-0.125833,1.34566,0.444497
1.86496,-0.915936,0.614294,-0.669539,1.68199,-0.124459,1.34725,0.439078
1.86471,-0.916511,0.608488,-0.667811,1.68342,-0.142737,1.35208,0.450907
1.86657,-0.910321,0.620512,-0.665032,1.68437,-0.168032,1.35739,0.4452
1.85365,-0.912294,0.619137,-0.658488,1.70108,-0.172083,1.36803,0.436551
1.85365,-0.912294,0.619137,-0.658488,1.70108,-0.172083,1.36803,0.436551
1.86511,-0.918673,0.607085,-0.65784,1.71217,-0.166714,1.36468,0.428503
1.86809,-0.916299,0.611709,-0.662836,1.70915,-0.168237,1.35941,0.42586
1.87307,-0.925872,0.608912,-0.667084,1.70212,-0.175729,1.36796,0.435506
1.8538,-0.934243,0.607819,-0.670659,1.6967,-0.176149,1.37125,0.444344
1.84773,-0.932576,0.61804,-0.685168,1.69854,-0.168214,1.37731,0.448106
1.84773,-0.932576,0.61804,-0.685168,1.69854,-0.168214,1.37731,0.448106
1.86596,-0.932799,0.617225,-0.675407,1.7037,-0.176736,1.37618,0.452932
1.85366,-0.932508,0.622028,-0.690639,1.6975,-0.167959,1.37186,0.438118
1.85191,-0.942045,0.623042,-0.700887,1.70061,-0.166471,1.3693,0.440294
1.84687,-0.940606,0.623415,-0.687414,1.69018,-0.17628,1.37196,0.441883
1.85073,-0.934276,0.62386,-0.671383,1.69468,-0.172831,1.36329,0.459933
1.84056,-0.938239,0.619762,-0.666349,1.69352,-0.168682,1.36356,0.456908
1.85055,-0.935562,0.621083,-0.660975,1.69078,-0.161312,1.37819,0.456733
1.83435,-0.936905,0.63331,-0.673309,1.6818,-0.160388,1.37042,0.452979
1.84827,-0.926963,0.622243,-0.685688,1.679,-0.164856,1.3706,0.437885
1.84827,-0.926963,0.622243,-0.685688,1.679,-0.164856,1.3706,0.437885
1.85233,-0.926177,0.617966,-0.679898,1.66343,-0.170577,1.3638,0.450864
1.84572,-0.920452,0.618041,-0.674889,1.67499,-0.175614,1.36378,0.439207
1.8445,-0.921683,0.622747,-0.67136,1.68662,-0.168093,1.3628,0.436411
1.84587,-0.922545,0.630568,-0.67068,1.69037,-0.167803,1.35779,0.434778
1.85618,-0.930782,0.621369,-0.686978,1.68326,-0.176192,1.34596,0.438339
1.85214,-0.932043,0.609673,-0.710457,1.67574,-0.162863,1.35026,0.438878
1.85702,-0.940344,0.593517,-0.709907,1.66991,-0.166513,1.34511,0.439664
1.86662,-0.942154,0.597521,-0.715254,1.6954,-0.168834,1.33393,0.435989
1.85716,-0.927462,0.604008,-0.720955,1.68439,-0.169228,1.34886,0.430961
1.84502,-0.938475,0.613534,-0.725695,1.67531,-0.158916,1.35223,0.449562
1.85458,-0.93297,0.604696,-0.713102,1.69002,-0.16846,1.36197,0.448032
1.86493,-0.933779,0.608655,-0.711373,1.69097,-0.181204,1.36459,0.442314
1.87147,-0.949738,0.607276,-0.706929,1.70111,-0.173722,1.35225,0.44368
1.86886,-0.948629,0.607155,-0.704104,1.69452,-0.184902,1.35265,0.436941
1.85966,-0.949803,0.6151,-0.710942,1.70357,-0.186591,1.3536,0.440019
1.87433,-0.931875,0.604857,-0.717748,1.68962,-0.171269,1.36042,0.441502
1.86206,-0.929719,0.612075,-0.711582,1.69314,-0.165586,1.3683,0.444965
1.86221,-0.934755,0.61926,-0.709405,1.69715,-0.162899,1.36943,0.446713
1.87263,-0.937432,0.618671,-0.720453,1.69677,-0.15947,1.37065,0.456031
1.87263,-0.937432,0.618671,-0.720453,1.69677,-0.15947,1.37065,0.456031
1.87741,-0.943592,0.625529,-0.696859,1.69996,-0.168218,1.36824,0.447564
1.87096,-0.940977,0.618679,-0.706739,1.71114,-0.156627,1.3712,0.456679
1.86383,-0.941645,0.627495,-0.709957,1.71131,-0.165986,1.38163,0.448887
1.86346,-0.937979,0.618956,-0.729089,1.69603,-0.171178,1.37474,0.446285
1.86346,-0.937979,0.618956,-0.729089,1.69603,-0.171178,1.37474,0.446285
1.87605,-0.948957,0.616803,-0.722471,1.69444,-0.186664,1.36049,0.444916
1.87052,-0.95118,0.623,-0.722582,1.69546,-0.191027,1.3631,0.449862
1.87535,-0.947212,0.620758,-0.721865,1.69237,-0.192912,1.36686,0.444752
1.87385,-0.952615,0.624236,-0.719114,1.69773,-0.18543,1.36747,0.451237
1.86875,-0.951442,0.61559,-0.716092,1.69712,-0.184455,1.37357,0.449153
1.85932,-0.950268,0.61278,-0.717482,1.68358,-0.172842,1.38201,0.457938
1.87469,-0.950715,0.636318,-0.730078,1.70175,-0.166744,1.383,0.469243
1.88356,-0.950845,0.623546,-0.727129,1.69936,-0.167173,1.37777,0.470398
1.87942,-0.941345,0.628056,-0.714042,1.69345,-0.182473,1.37802,0.445157
1.85495,-0.943151,0.620655,-0.707056,1.68797,-0.182002,1.36015,0.44535
1.84701,-0.942482,0.621162,-0.704956,1.69447,-0.18979,1.36901,0.450657
1.85644,-0.937953,0.627372,-0.706619,1.69354,-0.17044,1.36225,0.451456
1.85819,-0.940579,0.627237,-0.719891,1.69295,-0.171156,1.36223,0.449303
1.8609,-0.948666,0.623481,-0.726463,1.68856,-0.16627,1.36529,0.44815
1.86014,-0.936795,0.631083,-0.714672,1.69608,-0.172098,1.3679,0.451301
1.8462,-0.942305,0.620078,-0.704495,1.70433,-0.166289,1.36304,0.450419
1.84634,-0.94739,0.61814,-0.709404,1.71051,-0.158737,1.3668,0.459132
1.85469,-0.965512,0.617128,-0.71606,1.7151,-0.164419,1.37218,0.458287
1.85595,-0.969594,0.627448,-0.715774,1.72392,-0.15679,1.37653,0.460784
1.85353,-0.971195,0.632863,-0.717544,1.72112,-0.156326,1.36386,0.452864
1.85577,-0.958877,0.629912,-0.733794,1.71291,-0.154973,1.36295,0.452511
1.8617,-0.958053,0.616698,-0.735199,1.70731,-0.166573,1.36344,0.461911
1.85452,-0.955199,0.62782,-0.734849,1.70768,-0.151757,1.35191,0.444445
1.85452,-0.955199,0.62782,-0.734849,1.70768,-0.151757,1.35191,0.444445
1.85452,-0.955199,0.62782,-0.734849,1.70768,-0.151757,1.35191,0.444445
1.84268,-0.957477,0.622205,-0.73298,1.70499,-0.16434,1.35813,0.439469
1.86049,-0.948688,0.62361,-0.710332,1.68883,-0.184309,1.35751,0.441138
1.85334,-0.945241,0.609754,-0.710981,1.68985,-0.178253,1.36085,0.449785
1.86299,-0.947659,0.613911,-0.715799,1.67369,-0.173832,1.36074,0.452618
1.86695,-0.922677,0.612709,-0.719331,1.65993,-0.163326,1.3521,0.445628
1.86156,-0.920695,0.60989,-0.714607,1.65391,-0.163112,1.35466,0.439836
1.85197,-0.920886,0.587588,-0.692569,1.67178,-0.141135,1.33692,0.438439
1.87001,-0.91758,0.587388,-0.696189,1.67469,-0.159059,1.33641,0.437133
1.86374,-0.916677,0.591962,-0.725254,1.65631,-0.175781,1.35532,0.44194
1.87018,-0.926723,0.599904,-0.73471,1.66567,-0.173716,1.34816,0.435254
1.85827,-0.930677,0.597187,-0.728439,1.65508,-0.183926,1.35009,0.431456
1.85827,-0.930677,0.597187,-0.728439,1.65508,-0.183926,1.35009,0.431456
1.85543,-0.93201,0.623485,-0.719811,1.65515,-0.155827,1.34667,0.438752
1.84784,-0.929733,0.61664,-0.71247,1.6584,-0.164401,1.34248,0.433517
1.84667,-0.924804,0.605613,-0.724552,1.65187,-0.158762,1.33998,0.440258
1.85279,-0.931034,0.607431,-0.73479,1.64083,-0.169289,1.34308,0.442153
1.85155,-0.929661,0.603294,-0.726106,1.64677,-0.163985,1.3473,0.446986
1.84421,-0.932259,0.611732,-0.729747,1.64679,-0.164924,1.35239,0.446191
1.84421,-0.932259,0.611732,-0.729747,1.64679,-0.164924,1.35239,0.446191
1.84217,-0.933468,0.601338,-0.723337,1.65112,-0.160236,1.3475,0.444447
1.85355,-0.926628,0.590164,-0.728811,1.64943,-0.154897,1.35985,0.449735
1.85355,-0.926628,0.590164,-0.728811,1.64943,-0.154897,1.35985,0.449735
1.84882,-0.939831,0.602999,-0.745073,1.64343,-0.164028,1.33956,0.445163
1.84718,-0.94378,0.594931,-0.763451,1.64219,-0.157432,1.32961,0.444991
1.84276,-0.951668,0.605813,-0.753654,1.64315,-0.163938,1.31852,0.43515
1.8247,-0.944485,0.605373,-0.754585,1.64467,-0.147975,1.31777,0.43995
1.82974,-0.954296,0.58559,-0.74433,1.64838,-0.145279,1.32743,0.439242
1.82762,-0.947984,0.589012,-0.730635,1.65922,-0.146073,1.34067,0.452075
1.83785,-0.944039,0.584429,-0.739391,1.6575,-0.140505,1.34351,0.45224
1.84313,-0.94952,0.602268,-0.736142,1.66034,-0.144314,1.3565,0.449497
1.84732,-0.936684,0.597509,-0.725524,1.66579,-0.157344,1.35921,0.460726
1.84294,-0.940416,0.594798,-0.730673,1.67002,-0.159019,1.35143,0.452136
1.84309,-0.948879,0.595426,-0.73448,1.67487,-0.164372,1.36,0.447422
1.85524,-0.961614,0.607436,-0.740248,1.68994,-0.174498,1.3588,0.444724
1.85349,-0.958427,0.620409,-0.728035,1.69447,-0.18733,1.341,0.435869
1.8562,-0.957689,0.632243,-0.735469,1.69337,-0.184307,1.34604,0.42964
1.8513,-0.961232,0.621723,-0.742639,1.69525,-0.180886,1.33836,0.434145
1.85465,-0.955446,0.626658,-0.738749,1.68964,-0.180593,1.33376,0.432195
1.84517,-0.949161,0.621222,-0.734938,1.6842,-0.184158,1.33633,0.431443
1.85533,-0.950647,0.608122,-0.730535,1.67493,-0.182919,1.34005,0.429946
1.85009,-0.956307,0.605766,-0.725542,1.67836,-0.196235,1.34206,0.432972
1.84365,-0.973442,0.602894,-0.718903,1.68171,-0.200415,1.34028,0.436495
1.84365,-0.973442,0.602894,-0.718903,1.68171,-0.200415,1.34028,0.436495
1.84603,-0.966304,0.600882,-0.726803,1.67562,-0.19506,1.3394,0.445859
1.85019,-0.961442,0.618623,-0.722156,1.67975,-0.185557,1.34907,0.455467
1.83833,-0.961559,0.615333,-0.724751,1.68119,-0.180099,1.35115,0.440308
1.83223,-0.959887,0.619377,-0.731461,1.6801,-0.172793,1.34577,0.442462
1.82575,-0.961066,0.624907,-0.72919,1.6856,-0.166886,1.33937,0.43876
1.84319,-0.961888,0.625807,-0.706007,1.70491,-0.186985,1.33871,0.435236
1.83392,-0.965497,0.628401,-0.71367,1.71398,-0.190939,1.34831,0.422336
1.8343,-0.950041,0.619413,-0.699269,1.71028,-0.178333,1.33585,0.416658
1.83112,-0.949913,0.621505,-0.674377,1.72045,-0.152999,1.3451,0.426745
1.83593,-0.958749,0.638074,-0.677639,1.73271,-0.15126,1.32564,0.423737
1.83534,-0.938929,0.621245,-0.670011,1.73525,-0.1514,1.33199,0.420408
1.84526,-0.951532,0.62124,-0.682604,1.73234,-0.16066,1.33447,0.421013
1.82707,-0.951602,0.631014,-0.682876,1.71089,-0.168838,1.33163,0.428341
1.82311,-0.953018,0.628021,-0.684618,1.70825,-0.179215,1.33614,0.429287
1.82216,-0.948642,0.627973,-0.677408,1.70532,-0.182559,1.34327,0.423932
1.82391,-0.945628,0.614282,-0.691752,1.69651,-0.191309,1.33939,0.428239
1.82391,-0.945628,0.614282,-0.691752,1.69651,-0.191309,1.33939,0.428239
1.82814,-0.944387,0.618619,-0.672363,1.69076,-0.1833,1.32974,0.423163
1.8374,-0.939667,0.611342,-0.678233,1.70157,-0.187203,1.327,0.422842
1.84876,-0.94554,0.614659,-0.678601,1.70582,-0.182908,1.33367,0.431762
1.84876,-0.94554,0.614659,-0.678601,1.70582,-0.182908,1.33367,0.431762
1.85046,-0.949799,0.615506,-0.687666,1.70647,-0.191766,1.32837,0.428297
1.8498,-0.950803,0.627881,-0.674912,1.71319,-0.197004,1.33606,0.417636
1.8498,-0.950803,0.627881,-0.674912,1.71319,-0.197004,1.33606,0.417636
1.83325,-0.948855,0.630447,-0.670665,1.7216,-0.183173,1.34361,0.423435
1.82814,-0.955428,0.642666,-0.674715,1.72114,-0.17718,1.33117,0.42592
1.83865,-0.944448,0.635992,-0.676734,1.72743,-0.182484,1.34061,0.423022
1.84327,-0.946848,0.635322,-0.669981,1.72525,-0.1906,1.34012,0.420496
1.84327,-0.946848,0.635322,-0.669981,1.72525,-0.1906,1.34012,0.420496
1.84144,-0.946951,0.632428,-0.690116,1.73638,-0.199826,1.35699,0.435871
1.84514,-0.953723,0.630411,-0.693457,1.73453,-0.192409,1.35017,0.424632
1.84839,-0.95083,0.631058,-0.687952,1.72108,-0.189823,1.34663,0.421366
1.84876,-0.947872,0.624085,-0.678688,1.71281,-0.179983,1.33316,0.419818
1.84574,-0.937384,0.602499,-0.688966,1.70927,-0.172732,1.34043,0.425156
1.84471,-0.947129,0.607411,-0.689557,1.71445,-0.162292,1.33532,0.429242
1.84857,-0.942649,0.606204,-0.695821,1.71197,-0.167469,1.3383,0.427644
1.84857,-0.942649,0.606204,-0.695821,1.71197,-0.167469,1.3383,0.427644
1.84956,-0.935137,0.62376,-0.692509,1.70336,-0.16717,1.33613,0.424872
1.84516,-0.938424,0.637317,-0.678822,1.70877,-0.178146,1.32549,0.424464
1.83495,-0.939979,0.634377,-0.688169,1.6999,-0.177281,1.32391,0.437113
1.82802,-0.94962,0.627835,-0.700934,1.70253,-0.175453,1.33624,0.421855
1.82361,-0.949465,0.621622,-0.703525,1.70885,-0.16496,1.32059,0.419494
1.81904,-0.961325,0.618376,-0.715148,1.69731,-0.161278,1.31719,0.422975
1.80913,-0.959334,0.610161,-0.701647,1.69952,-0.167919,1.31627,0.418219
1.82267,-0.946386,0.607923,-0.6947,1.71888,-0.154758,1.31178,0.421272
1.81946,-0.949348,0.6041,-0.695397,1.71785,-0.15199,1.31407,0.414442
1.81783,-0.953667,0.606288,-0.696351,1.71325,-0.149311,1.32675,0.41934
1.80891,-0.94691,0.609622,-0.692599,1.69237,-0.165415,1.32009,0.417615
1.81251,-0.936911,0.607671,-0.703718,1.67868,-0.162889,1.31483,0.411223
1.81462,-0.947562,0.609655,-0.707217,1.68699,-0.168363,1.31955,0.408834
1.81625,-0.94555,0.59917,-0.711992,1.68378,-0.174019,1.32106,0.411459
1.81431,-0.960467,0.604655,-0.720009,1.68087,-0.182667,1.31103,0.422527
1.81431,-0.960467,0.604655,-0.720009,1.68087,-0.182667,1.31103,0.422527
1.82221,-0.951861,0.608343,-0.716616,1.679,-0.182592,1.31886,0.415009
1.81132,-0.943534,0.597548,-0.71513,1.66449,-0.180791,1.31302,0.42364
1.80798,-0.943478,0.588279,-0.709346,1.65291,-0.176659,1.30886,0.415616
1.80742,-0.948806,0.61449,-0.717858,1.65789,-0.162236,1.30674,0.414762
1.79773,-0.955115,0.604341,-0.718047,1.66274,-0.167729,1.30579,0.413858
1.80486,-0.946476,0.598351,-0.714872,1.66746,-0.171599,1.3041,0.407669
1.80109,-0.951147,0.601868,-0.730732,1.68135,-0.156905,1.30132,0.40889
1.79668,-0.953007,0.596918,-0.72289,1.67884,-0.161265,1.28624,0.405895
1.79242,-0.949534,0.609889,-0.714113,1.68772,-0.163192,1.28506,0.400108
1.79052,-0.950838,0.604834,-0.710238,1.68606,-0.155464,1.28332,0.407281
1.79241,-0.946969,0.608484,-0.715152,1.6836,-0.162945,1.28433,0.409027
1.79241,-0.946969,0.608484,-0.715152,1.6836,-0.162945,1.28433,0.409027
1.79455,-0.954807,0.615747,-0.701,1.67259,-0.187801,1.28956,0.397045
1.80795,-0.943302,0.610241,-0.707577,1.66897,-0.189708,1.28974,0.391284
1.80741,-0.952323,0.612104,-0.709132,1.68154,-0.201416,1.26931,0.391854
1.8052,-0.97181,0.614004,-0.710638,1.69269,-0.19343,1.25813,0.380719
1.79362,-0.961066,0.611015,-0.715896,1.68968,-0.190947,1.25856,0.3828
1.7916,-0.965423,0.607343,-0.72619,1.69119,-0.19201,1.26315,0.381399
1.79362,-0.977365,0.600701,-0.734498,1.68907,-0.190485,1.26054,0.378539
1.78888,-0.981214,0.608438,-0.737049,1.68128,-0.184622,1.26357,0.378681
1.77775,-0.973328,0.61411,-0.724478,1.67266,-0.197383,1.25601,0.381652
1.78849,-0.974115,0.611383,-0.715069,1.68454,-0.193087,1.25809,0.376158
1.78849,-0.974115,0.611383,-0.715069,1.68454,-0.193087,1.25809,0.376158
1.78385,-0.967058,0.601255,-0.709136,1.68573,-0.191446,1.25061,0.379403
1.78748,-0.96492,0.616538,-0.720182,1.69148,-0.183323,1.26041,0.371256
1.78247,-0.963061,0.623186,-0.728294,1.69614,-0.178544,1.26206,0.37719
1.79206,-0.966582,0.613784,-0.729811,1.69765,-0.17405,1.26133,0.381611
1.79347,-0.973433,0.614555,-0.729279,1.68981,-0.185535,1.24851,0.380462
1.79387,-0.975974,0.628351,-0.726594,1.68713,-0.185176,1.2437,0.369746
1.79463,-0.967095,0.620647,-0.721345,1.67468,-0.181581,1.24178,0.368577
1.78897,-0.96523,0.61695,-0.728472,1.67826,-0.172904,1.23744,0.357793
1.78017,-0.971381,0.618386,-0.733338,1.68328,-0.171216,1.23638,0.368203
1.78017,-0.971381,0.618386,-0.733338,1.68328,-0.171216,1.23638,0.368203
1.7885,-0.96931,0.611329,-0.744248,1.6735,-0.17575,1.25186,0.386278
1.79919,-0.968851,0.624161,-0.749428,1.6569,-0.180399,1.25528,0.381375
1.80471,-0.961977,0.61615,-0.752952,1.65695,-0.173212,1.25389,0.386759
1.80471,-0.961977,0.61615,-0.752952,1.65695,-0.173212,1.25389,0.386759
1.79665,-0.972398,0.616867,-0.747212,1.65747,-0.163646,1.25124,0.390682
1.79549,-0.971855,0.603097,-0.738456,1.67659,-0.157877,1.25689,0.389186
1.78446,-0.967793,0.601677,-0.740093,1.67554,-0.16905,1.25453,0.384506
1.78357,-0.982998,0.621915,-0.738151,1.66855,-0.176145,1.27227,0.398495
1.78357,-0.982998,0.621915,-0.738151,1.66855,-0.176145,1.27227,0.398495
1.78825,-0.993985,0.615789,-0.752679,1.66975,-0.198192,1.2946,0.399511
1.79497,-0.988236,0.605258,-0.75355,1.69288,-0.181623,1.30081,0.41914
1.80221,-0.994651,0.6073,-0.747379,1.694,-0.175564,1.31219,0.425786
1.80221,-0.994651,0.6073,-0.747379,1.694,-0.175564,1.31219,0.425786
1.79861,-0.981438,0.626454,-0.751166,1.68404,-0.19283,1.31755,0.429546
1.80302,-0.986724,0.627415,-0.756168,1.68004,-0.200261,1.30999,0.430925
1.82772,-0.972164,0.628017,-0.750681,1.67527,-0.198858,1.31216,0.416127
1.82946,-0.973274,0.627962,-0.754668,1.67888,-0.191748,1.31498,0.419109
1.82319,-0.979589,0.615023,-0.740842,1.68789,-0.207989,1.31008,0.413643
1.82567,-0.985668,0.606396,-0.768092,1.69364,-0.202641,1.31716,0.424369
1.82375,-0.987654,0.601555,-0.776911,1.68854,-0.196855,1.30268,0.410475
1.83394,-0.970378,0.604695,-0.778948,1.66486,-0.201467,1.29562,0.413519
1.82047,-0.984827,0.607278,-0.778739,1.6611,-0.181918,1.27759,0.410287
1.82869,-0.981425,0.608462,-0.771218,1.66596,-0.188437,1.27815,0.406047
1.82869,-0.981425,0.608462,-0.771218,1.66596,-0.188437,1.27815,0.406047
1.83113,-0.978751,0.60283,-0.771426,1.66681,-0.18232,1.27865,0.40599
1.83113,-0.978751,0.60283,-0.771426,1.66681,-0.18232,1.27865,0.40599
1.83113,-0.978751,0.60283,-0.771426,1.66681,-0.18232,1.27865,0.40599
1.81579,-0.961248,0.610808,-0.762207,1.67306,-0.168024,1.2648,0.396711
1.82037,-0.957736,0.622278,-0.748766,1.65631,-0.17246,1.27088,0.39701
1.81074,-0.962482,0.60564,-0.764485,1.6519,-0.160261,1.26304,0.392942
1.79946,-0.953197,0.601475,-0.760681,1.63988,-0.163986,1.26195,0.395219
1.79403,-0.9477,0.605988,-0.75533,1.62619,-0.175072,1.27226,0.400404
1.81696,-0.959161,0.595071,-0.779086,1.61677,-0.184477,1.28446,0.407345
1.80762,-0.961007,0.60466,-0.796385,1.62959,-0.197036,1.28688,0.404823
1.8022,-0.981649,0.604479,-0.796353,1.64469,-0.214613,1.28104,0.409585
1.80955,-0.988456,0.596892,-0.806936,1.63199,-0.215854,1.27622,0.405662
1.81012,-0.99174,0.59246,-0.811529,1.62677,-0.215482,1.27927,0.403133
1.81012,-0.99174,0.59246,-0.811529,1.62677,-0.215482,1.27927,0.403133
1.81626,-0.989475,0.590161,-0.807314,1.61361,-0.20585,1.27641,0.409148
1.8199,-0.988707,0.588696,-0.81784,1.62112,-0.21865,1.27807,0.402025
1.81504,-0.975366,0.580915,-0.824929,1.61252,-0.204702,1.28826,0.415079
1.82266,-0.983473,0.595021,-0.829982,1.61588,-0.207705,1.28559,0.419504
1.8349,-0.980346,0.58893,-0.82496,1.61346,-0.218743,1.28766,0.410133
1.83806,-0.979736,0.575757,-0.83627,1.60984,-0.213324,1.2802,0.402359
1.82991,-0.995549,0.568773,-0.83497,1.61271,-0.20374,1.27983,0.410451
1.83906,-0.994644,0.579934,-0.827642,1.62461,-0.19469,1.29802,0.413059
1.84329,-0.990229,0.58096,-0.842524,1.63334,-0.19315,1.30124,0.421748
1.83901,-0.998319,0.581259,-0.845556,1.63468,-0.202708,1.31454,0.431973
1.83901,-0.998319,0.581259,-0.845556,1.63468,-0.202708,1.31454,0.431973
1.83901,-0.998319,0.581259,-0.845556,1.63468,-0.202708,1.31454,0.431973
1.83937,-0.99468,0.581099,-0.836076,1.63655,-0.196427,1.29586,0.415258
1.83303,-0.991141,0.588993,-0.830915,1.63608,-0.196988,1.29199,0.415327
1.83197,-0.987104,0.594922,-0.825761,1.63433,-0.208923,1.29866,0.419919
1.83033,-0.993126,0.590236,-0.82521,1.63693,-0.191738,1.30211,0.424103
1.82912,-0.991506,0.588178,-0.824539,1.63355,-0.187861,1.29661,0.421039
1.82567,-0.984459,0.592325,-0.819839,1.63481,-0.200772,1.30286,0.420093
1.8213,-0.991161,0.609284,-0.815936,1.63587,-0.180989,1.3058,0.421991
1.8213,-0.991161,0.609284,-0.815936,1.63587,-0.180989,1.3058,0.421991
1.8171,-0.987204,0.602563,-0.800564,1.65178,-0.183299,1.31915,0.438479
1.81597,-0.997807,0.609092,-0.791486,1.64948,-0.182928,1.30584,0.430433
1.81476,-0.988105,0.604573,-0.792747,1.64779,-0.187762,1.30167,0.429304
1.82088,-0.984633,0.613512,-0.797445,1.64617,-0.196238,1.30317,0.427058
1.82676,-0.988513,0.608676,-0.801892,1.65723,-0.196097,1.28755,0.413
1.80465,-0.98652,0.597152,-0.786112,1.6597,-0.187992,1.28554,0.402544
1.80465,-0.98652,0.597152,-0.786112,1.6597,-0.187992,1.28554,0.402544
1.80029,-0.98435,0.599095,-0.785415,1.64423,-0.175311,1.2753,0.401593
1.79809,-0.989204,0.598521,-0.771375,1.65049,-0.179695,1.28197,0.403948
1.78837,-0.98717,0.604903,-0.774323,1.64966,-0.171617,1.27747,0.399263
1.78502,-0.988162,0.592793,-0.775688,1.6485,-0.173315,1.26963,0.400527
1.78776,-0.981128,0.591759,-0.78484,1.6407,-0.171678,1.26638,0.400341
1.78977,-0.978879,0.597442,-0.784257,1.64346,-0.162162,1.25621,0.386114
1.79591,-0.981861,0.592936,-0.797505,1.62747,-0.171505,1.25353,0.396358
1.80744,-0.990848,0.594528,-0.802885,1.62537,-0.188545,1.24956,0.380074
1.81582,-0.985542,0.589793,-0.804403,1.62696,-0.195795,1.25263,0.390463
1.81118,-0.993558,0.600521,-0.810784,1.62311,-0.193607,1.24405,0.386124
